#Frame      Dih_00161,#Frame      Dih_00162,#Frame      Dih_00163,#Frame      Dih_00164,#Frame      Dih_00165
     115       4.1121,     115     -21.3645,     115      27.1991,     115     -24.9348,     115      14.6679
     116       1.4770,     116     -19.1283,     116      27.7920,     116     -28.6765,     116      18.3701
     117      -4.6380,     117     -13.2243,     117      25.4865,     117     -28.4703,     117      21.5032
     118       5.5122,     118     -26.4842,     118      35.0021,     118     -32.8224,     118      17.4278
     119      -1.9532,     119     -16.5233,     119      26.6989,     119     -29.0570,     119      20.1151
     120     -12.0793,     120      -9.3402,     120      26.1571,     120     -33.0219,     120      30.4759
     121      -2.8134,     121     -17.5707,     121      30.3374,     121     -32.1879,     121      21.9054
     122      11.6520,     122     -23.5894,     122      27.4352,     122     -21.4013,     122       6.5013
     123      -0.2248,     123     -12.5248,     123      19.4141,     123     -20.6495,     123      13.5295
     124       3.1112,     124     -19.2820,     124      26.1407,     124     -25.6098,     124      14.6290
     125      -6.8745,     125      -6.9350,     125      17.0058,     125     -21.6948,     125      18.1975
     126     -16.3197,     126      -9.8362,     126      28.9238,     126     -39.5389,     126      36.4628
     127     -10.6947,     127     -13.3340,     127      28.7114,     127     -36.6976,     127      30.5742
     128       7.3283,     128     -25.8613,     128      32.5655,     128     -30.0012,     128      14.4948
     129      -3.5192,     129     -13.1879,     129      22.7887,     129     -26.2674,     129      18.5971
     130       3.8576,     130     -24.9158,     130      34.5163,     130     -33.7765,     130      20.0459
     131      -2.2147,     131     -16.7646,     131      26.1288,     131     -29.7848,     131      20.3680
     132     -15.2900,     132      -3.4471,     132      17.7753,     132     -24.8584,     132      26.5812
     133      -4.3594,     133     -20.4457,     133      35.4752,     133     -39.1153,     133      27.0179
     134      -0.4552,     134     -14.7390,     134      22.9704,     134     -25.0541,     134      15.8258
     135      -6.3298,     135     -17.5774,     135      33.3332,     135     -39.8174,     135      28.2675
     136       0.4247,     136     -20.8446,     136      31.2299,     136     -30.5263,     136      20.0074
     137       1.7238,     137     -21.8829,     137      32.5527,     137     -33.3955,     137      20.3903
     138      -7.3772,     138     -10.2740,     138      22.2999,     138     -26.7913,     138      22.1206
     139      -0.4548,     139     -25.7642,     139      40.2286,     139     -40.0674,     139      27.5474
     140      -2.3211,     140     -22.4087,     140      37.9999,     140     -39.7628,     140      26.5443
     141     -14.0002,     141      -7.4123,     141      24.3149,     141     -33.7137,     141      29.9809
     142       1.4439,     142     -26.3199,     142      36.5859,     142     -38.8161,     142      24.3286
     143      -2.0232,     143     -23.3685,     143      37.6099,     143     -39.2292,     143      27.2060
     144      -3.3580,     144     -22.6548,     144      37.0442,     144     -39.2961,     144      26.7806
     145       1.0786,     145     -24.9250,     145      38.0632,     145     -37.8175,     145      23.1559
     146       6.4557,     146     -24.7298,     146      31.7490,     146     -29.1023,     146      14.4700
     147      -2.0224,     147     -17.4605,     147      28.3441,     147     -29.5409,     147      20.9471
     148      16.7319,     148     -34.2816,     148      39.3594,     148     -28.9930,     148       8.3778
     149      -1.0496,     149     -18.3329,     149      28.5136,     149     -28.0773,     149      19.2350
     150      -4.2018,     150     -20.0943,     150      33.7290,     150     -38.9922,     150      27.4706
     151       6.3588,     151     -29.2879,     151      39.9950,     151     -33.3393,     151      18.4085
     152       9.0726,     152     -27.5784,     152      34.3643,     152     -30.0650,     152      13.9224
     153       7.3674,     153     -27.7039,     153      36.1182,     153     -32.8788,     153      16.6309
     154      -2.4918,     154     -27.2795,     154      46.1252,     154     -47.6050,     154      30.9893
     155      -6.4830,     155     -10.7915,     155      23.5783,     155     -28.3516,     155      21.5863
     156       7.0431,     156     -22.6086,     156      27.3266,     156     -22.7072,     156      11.1243
     157      -4.7964,     157     -16.9743,     157      29.4248,     157     -32.3920,     157      24.2241
     158       8.6546,     158     -29.0825,     158      36.8625,     158     -31.8421,     158      14.6942
     159       6.6599,     159     -26.7042,     159      35.2300,     159     -33.4970,     159      16.8165
     160       5.1890,     160     -23.1300,     160      32.2450,     160     -29.8378,     160      16.4598
     161       0.2450,     161     -19.2672,     161      29.4025,     161     -30.6933,     161      19.6242
     162       5.4073,     162     -24.5657,     162      32.3370,     162     -30.6678,     162      15.3760
     163       6.4411,     163     -25.5520,     163      35.4976,     163     -32.3884,     163      16.5655
     164     -13.5502,     164      -5.0324,     164      20.2699,     164     -29.0710,     164      26.4058
     165       4.2469,     165     -22.6224,     165      31.7184,     165     -32.3556,     165      16.6691
     166     -10.5511,     166     -11.0434,     166      25.9267,     166     -31.9617,     166      26.9889
     167      -6.7506,     167      -2.8469,     167      10.3268,     167     -14.0421,     167      13.1591
     168      -7.8592,     168     -16.1642,     168      31.6089,     168     -39.4156,     168      30.5414
     169      -1.0579,     169     -21.9740,     169      32.6867,     169     -37.6157,     169      23.3145
     170     -13.2727,     170     -10.9667,     170      29.4719,     170     -38.0833,     170      31.1981
     171      -3.4485,     171     -14.4606,     171      25.2442,     171     -29.3880,     171      20.8523
     172     -13.4091,     172     -11.8369,     172      31.4775,     172     -39.0026,     172      34.7419
     173     -21.1037,     173      -6.2589,     173      28.5320,     173     -40.5464,     173      39.2133
     174     -10.6546,     174     -11.7701,     174      28.2556,     174     -35.4988,     174      30.7394
     175      -2.5940,     175     -24.7509,     175      38.6783,     175     -40.6509,     175      28.2396
     176       0.2748,     176     -24.7537,     176      39.0032,     176     -37.5194,     176      23.2727
     177       2.9622,     177     -28.1010,     177      40.1670,     177     -40.1665,     177      24.3202
     178       0.0260,     178     -21.3928,     178      33.8351,     178     -32.6126,     178      21.3298
     179       5.5673,     179     -29.7697,     179      41.8736,     179     -42.3790,     179      23.3918
     180       3.6440,     180     -21.8728,     180      30.7316,     180     -29.4752,     180      16.8159
     181      -4.6811,     181     -19.0128,     181      32.4604,     181     -35.3766,     181      25.3126
     182      -9.6684,     182     -15.4629,     182      33.2049,     182     -38.8138,     182      29.5103
     183     -14.9824,     183     -11.5900,     183      30.3383,     183     -38.3894,     183      34.4836
     184      -7.4965,     184     -17.0130,     184      32.9420,     184     -39.8070,     184      29.7357
     185     -15.8076,     185      -9.8742,     185      29.1072,     185     -40.2942,     185      34.8507
     186     -24.1577,     186      -4.9223,     186      29.0213,     186     -44.3765,     186      44.7764
     187      -8.4589,     187     -17.9279,     187      34.1887,     187     -42.2370,     187      32.1343
     188      -7.3386,     188     -16.3603,     188      31.0788,     188     -35.2111,     188      29.8623
     189     -18.2179,     189     -13.2579,     189      35.0497,     189     -46.8144,     189      41.2290
     190     -25.1730,     190       3.2875,     190      18.0747,     190     -32.0794,     190      34.6453
     191      -5.1925,     191     -19.5593,     191      33.3155,     191     -39.3786,     191      29.8012
     192      -6.7193,     192     -16.6053,     192      32.2299,     192     -38.9028,     192      28.7104
     193      -3.7982,     193     -20.8508,     193      34.7780,     193     -37.9057,     193      26.5234
     194       7.6251,     194     -21.5939,     194      26.9578,     194     -23.7725,     194      10.3303
     195      -6.9699,     195     -15.8174,     195      30.5330,     195     -34.9300,     195      25.8447
     196     -22.6511,     196      -0.8975,     196      21.7055,     196     -37.6428,     196      36.8950
     197     -10.5363,     197     -17.3507,     197      35.3377,     197     -43.5765,     197      33.7523
     198     -17.9663,     198      -7.6986,     198      27.3856,     198     -38.5833,     198      35.0073
     199       3.9798,     199     -26.8605,     199      35.0569,     199     -35.8130,     199      20.2694
     200     -18.9936,     200      -2.0823,     200      19.6706,     200     -30.1646,     200      30.5636
     201       1.9260,     201     -20.4484,     201      29.4197,     201     -30.4261,     201      18.1432
     202     -11.8548,     202     -11.0290,     202      27.5381,     202     -34.0816,     202      29.4823
     203      -4.7612,     203     -18.9939,     203      33.0397,     203     -36.9304,     203      27.6623
     204      -4.7298,     204     -17.6775,     204      30.6834,     204     -37.1301,     204      26.8768
     205       7.3969,     205     -22.9705,     205      27.0890,     205     -24.6819,     205      10.6416
     206     -10.4770,     206     -19.8560,     206      40.8409,     206     -46.2941,     206      38.1164
     207       6.2835,     207     -27.4917,     207      34.8326,     207     -34.5678,     207      18.0974
     208       0.9160,     208     -17.6671,     208      26.2882,     208     -27.0980,     208      16.9217
     209      -5.4353,     209     -19.4459,     209      34.2264,     209     -37.5544,     209      28.9618
     210     -13.7994,     210     -12.1474,     210      29.9712,     210     -36.9675,     210      35.6160
     211      -4.7532,     211     -20.6359,     211      35.7319,     211     -38.8478,     211      28.4421
     212      -2.6753,     212     -13.8811,     212      24.7320,     212     -24.6416,     212      18.3773
     213      -5.2719,     213     -18.6918,     213      33.8411,     213     -40.0354,     213      27.6131
     214       2.0639,     214     -28.5115,     214      41.7001,     214     -42.4312,     214      26.0130
     215       1.2119,     215     -24.4476,     215      35.3426,     215     -38.2275,     215      23.3716
     216     -19.7377,     216      -4.9177,     216      25.6454,     216     -37.6451,     216      36.3590
     217      -4.2653,     217     -18.3004,     217      29.9148,     217     -34.6729,     217      24.4471
     218       5.4805,     218     -27.2529,     218      35.2564,     218     -32.7742,     218      18.0953
     219       2.3879,     219     -28.8536,     219      43.4692,     219     -40.3664,     219      25.7531
     220      12.5607,     220     -29.6718,     220      34.8197,     220     -29.4512,     220      10.8545
     221       4.7546,     221     -26.2828,     221      35.1921,     221     -35.2218,     221      19.9346
     222       7.5499,     222     -33.7340,     222      44.3276,     222     -43.3885,     222      23.1383
     223      -1.3255,     223     -21.4907,     223      33.0856,     223     -35.4623,     223      23.0227
     224       1.0778,     224     -23.3141,     224      34.5573,     224     -34.1727,     224      21.8020
     225       2.1745,     225     -22.1716,     225      31.4746,     225     -31.1838,     225      19.4639
     226      -5.5849,     226     -17.0405,     226      30.9338,     226     -32.9976,     226      25.9563
     227     -11.4365,     227     -12.7243,     227      29.2380,     227     -36.4379,     227      30.7070
     228       3.0682,     228     -30.8239,     228      42.3616,     228     -43.2570,     228      26.0959
     229      -5.6697,     229     -13.9975,     229      26.5047,     229     -29.8277,     229      23.1641
     230     -10.0577,     230     -12.5125,     230      28.4717,     230     -33.3207,     230      28.9335
     231       4.0313,     231     -30.0033,     231      42.0858,     231     -41.9498,     231      24.5309
     232      -8.4046,     232     -18.1338,     232      36.6213,     232     -43.5123,     232      32.3217
     233       2.9320,     233     -26.4683,     233      34.4718,     233     -37.2591,     233      22.4662
     234       9.5167,     234     -29.7176,     234      35.5968,     234     -31.8664,     234      14.8704
     235       3.8556,     235     -22.1449,     235      31.9626,     235     -32.5631,     235      17.5142
     236       2.0752,     236     -24.8408,     236      37.9550,     236     -36.1382,     236      22.6747
     237       8.2377,     237     -31.6662,     237      42.3023,     237     -39.9409,     237      19.8187
     238       1.0512,     238     -27.3268,     238      41.2493,     238     -40.9549,     238      25.9293
     239       0.8125,     239     -26.7485,     239      40.1633,     239     -39.2238,     239      25.3267
     240       8.8629,     240     -34.5481,     240      45.1939,     240     -40.8717,     240      19.8023
     241      -1.8503,     241     -22.5316,     241      35.3303,     241     -40.0579,     241      25.5098
     242       3.7297,     242     -29.0626,     242      40.5273,     242     -41.0838,     242      23.9484
     243      -6.2354,     243     -21.3315,     243      36.0938,     243     -40.2849,     243      30.5354
     244       6.5797,     244     -26.8854,     244      34.9434,     244     -31.9501,     244      16.5406
     245       4.8392,     245     -29.7225,     245      42.9532,     245     -40.4889,     245      22.7679
     246       4.2009,     246     -26.2839,     246      33.9839,     246     -35.5080,     246      19.2144
     247      12.4815,     247     -37.6036,     247      45.6792,     247     -37.6465,     247      15.8428
     248       2.8010,     248     -22.2379,     248      31.7547,     248     -31.9702,     248      17.9172
     249       0.6884,     249     -29.8363,     249      41.5476,     249     -45.7357,     249      28.9086
     250       4.5865,     250     -23.0518,     250      32.3433,     250     -30.7529,     250      16.8120
     251      -9.0616,     251     -15.5505,     251      32.0469,     251     -39.5980,     251      29.7091
     252       4.3066,     252     -29.6588,     252      41.2052,     252     -41.0892,     252      23.6476
     253       4.5739,     253     -22.3440,     253      29.5998,     253     -27.3421,     253      15.3012
     254       7.4477,     254     -25.6053,     254      31.8709,     254     -28.0186,     254      13.0920
     255       1.1116,     255     -13.1437,     255      19.5178,     255     -19.5090,     255      11.5203
     256       5.4636,     256     -29.5918,     256      40.2048,     256     -38.3294,     256      21.4549
     257      -9.1931,     257     -16.3199,     257      32.5289,     257     -40.4453,     257      30.4767
     258     -14.1218,     258     -15.1873,     258      36.4648,     258     -45.2471,     258      36.3565
     259      10.3039,     259     -25.7686,     259      29.9652,     259     -24.8638,     259      10.3929
     260     -10.0034,     260     -14.6614,     260      33.3156,     260     -38.6640,     260      29.2152
     261      -0.2035,     261     -22.0802,     261      34.6156,     261     -36.3206,     261      23.0271
     262      -5.0385,     262     -20.1444,     262      35.5080,     262     -36.9794,     262      27.4831
     263       5.8775,     263     -28.4386,     263      38.0496,     263     -35.8217,     263      19.5111
     264      -1.5270,     264     -22.7088,     264      35.6041,     264     -37.5128,     264      25.5582
     265      -6.3167,     265     -13.0883,     265      25.5985,     265     -30.1330,     265      22.9024
     266      -2.5668,     266     -26.0053,     266      41.3576,     266     -44.1768,     266      30.8642
     267      -2.1273,     267     -16.6364,     267      28.5596,     267     -30.8720,     267      20.9733
     268       6.4059,     268     -20.3772,     268      25.2022,     268     -22.6262,     268      10.6656
     269       7.6900,     269     -23.7640,     269      28.6364,     269     -25.2399,     269      11.4281
     270       2.1421,     270     -27.5869,     270      40.8731,     270     -41.3229,     270      25.7749
     271       5.3889,     271     -32.1786,     271      41.1996,     271     -43.0376,     271      24.1191
     272       3.9329,     272     -20.1387,     272      28.7599,     272     -29.2374,     272      15.1689
     273       2.2125,     273     -32.0890,     273      44.6944,     273     -45.1548,     273      28.8751
     274      16.9678,     274     -38.9888,     274      45.3790,     274     -36.6851,     274      13.6963
     275     -12.8373,     275     -15.8982,     275      37.2468,     275     -46.4539,     275      37.3927
     276       6.2765,     276     -29.7793,     276      38.3884,     276     -36.0406,     276      19.7808
     277      -8.5947,     277     -22.6286,     277      42.0039,     277     -46.6332,     277      36.9036
     278      -6.0004,     278     -19.1451,     278      35.5680,     278     -40.4129,     278      30.4308
     279       2.7631,     279     -31.5533,     279      43.8384,     279     -41.3366,     279      25.0152
     280       9.5002,     280     -34.5351,     280      43.8192,     280     -40.4416,     280      19.4198
     281       2.6071,     281     -27.3603,     281      41.9951,     281     -40.5663,     281      24.0507
     282     -18.5746,     282      -7.5602,     282      29.4514,     282     -42.8919,     282      39.6309
     283     -10.5129,     283     -20.7358,     283      41.2839,     283     -50.4184,     283      36.9108
     284       1.4326,     284     -27.4275,     284      43.2283,     284     -44.0078,     284      27.0732
     285      -9.2471,     285     -11.8856,     285      26.5095,     285     -33.8307,     285      26.7795
     286       0.6563,     286     -18.1359,     286      27.0632,     286     -28.1142,     286      17.8422
     287       3.7117,     287     -31.3686,     287      44.3753,     287     -40.5863,     287      22.9689
     288       9.6092,     288     -33.5017,     288      39.4749,     288     -36.6715,     288      18.3555
     289      -8.7688,     289     -22.5256,     289      40.8545,     289     -48.3125,     289      37.1627
     290      -4.8336,     290     -20.7277,     290      36.4622,     290     -39.7156,     290      28.3517
     291      -7.5296,     291     -20.3927,     291      37.3619,     291     -41.4493,     291      32.4295
     292       0.8191,     292     -25.6631,     292      38.5993,     292     -39.6994,     292      25.1797
     293      -3.9319,     293     -18.5256,     293      33.2706,     293     -37.1452,     293      25.4787
     294       7.7197,     294     -29.7014,     294      37.7776,     294     -34.6694,     294      18.0755
     295       2.8338,     295     -28.8879,     295      41.6493,     295     -40.8664,     295      23.9794
     296       6.5548,     296     -36.1525,     296      48.0184,     296     -42.5939,     296      24.6527
     297      13.1556,     297     -34.8254,     297      40.7665,     297     -31.1267,     297      12.6305
     298      11.6631,     298     -35.3993,     298      45.0323,     298     -37.3525,     298      17.0574
     299      -0.4873,     299     -24.7571,     299      37.5827,     299     -40.1809,     299      25.3206
     300      10.7284,     300     -33.8950,     300      41.3215,     300     -33.9046,     300      16.6610
     301       0.8234,     301     -23.2005,     301      36.6483,     301     -40.1434,     301      24.0745
     302      -4.1825,     302     -18.7200,     302      32.0800,     302     -33.4094,     302      24.6529
     303       3.5932,     303     -23.5974,     303      34.6690,     303     -34.0177,     303      19.5675
     304      -3.9002,     304     -24.5925,     304      41.4236,     304     -43.6919,     304      32.0113
     305       2.4617,     305     -22.9824,     305      35.2743,     305     -33.6165,     305      19.5289
     306      -5.3966,     306     -20.6453,     306      37.4744,     306     -43.2936,     306      30.2085
     307       5.8043,     307     -26.7871,     307      36.1087,     307     -34.6725,     307      18.3044
     308      -5.0930,     308     -23.2442,     308      40.2461,     308     -44.5816,     308      32.0391
     309      -5.0187,     309     -21.0598,     309      37.1266,     309     -42.0593,     309      28.8519
     310       2.3337,     310     -28.1586,     310      42.5851,     310     -42.7908,     310      24.8220
     311       5.1213,     311     -27.3723,     311      35.8612,     311     -32.7724,     311      17.0937
     312       9.7133,     312     -36.3275,     312      46.4567,     312     -41.4699,     312      21.1319
     313      -2.8397,     313     -28.8260,     313      42.4297,     313     -46.8904,     313      32.7867
     314       2.1476,     314     -26.3468,     314      38.5702,     314     -36.6801,     314      21.7264
     315      -1.0197,     315     -28.3943,     315      44.6091,     315     -45.5646,     315      31.2678
     316      -9.2329,     316     -14.2866,     316      30.0248,     316     -36.0930,     316      27.4436
     317      -6.1396,     317     -20.6207,     317      35.8025,     317     -41.5337,     317      29.4512
     318      -7.0125,     318     -20.5573,     318      40.1530,     318     -42.0865,     318      30.7581
     319      12.3571,     319     -35.5056,     319      39.9923,     319     -33.7775,     319      14.3861
     320       7.4063,     320     -28.0574,     320      40.6031,     320     -35.6518,     320      16.8554
     321       2.0667,     321     -26.4559,     321      36.8318,     321     -38.1217,     321      22.3763
     322      -1.3245,     322     -23.9546,     322      39.5270,     322     -37.9071,     322      26.2191
     323      17.1503,     323     -36.7885,     323      39.9680,     323     -30.2446,     323       8.7675
     324      -2.2551,     324     -19.2707,     324      32.6559,     324     -36.2439,     324      24.1930
     325      15.2024,     325     -35.3759,     325      42.0082,     325     -34.1249,     325      12.6363
     326      -0.0154,     326     -19.1604,     326      28.0764,     326     -30.7528,     326      19.4798
