#Frame      Dih_00101,#Frame      Dih_00102,#Frame      Dih_00103,#Frame      Dih_00104,#Frame      Dih_00105
      70      -3.7106,      70     -16.6704,      70      28.2966,      70     -32.4007,      70      23.5493
      71      14.1149,      71     -35.1441,      71      41.2222,      71     -35.3845,      71      13.5868
      72      -3.5204,      72     -23.9824,      72      38.2204,      72     -41.3166,      72      29.2432
      73      14.5871,      73     -33.3026,      73      40.4244,      73     -32.9382,      73      11.4985
      74      13.6009,      74     -33.8863,      74      39.9280,      74     -35.0025,      74      13.2368
      75       7.8772,      75     -28.3033,      75      38.1836,      75     -34.1752,      75      16.4094
      76      -4.0551,      76     -18.7324,      76      30.9249,      76     -35.0073,      76      26.2906
      77      -7.3420,      77     -23.0554,      77      41.8508,      77     -47.4970,      77      34.4783
      78      18.0448,      78     -39.3375,      78      46.3342,      78     -34.6985,      78      10.6782
      79       1.5925,      79     -29.1999,      79      42.1153,      79     -44.1306,      79      26.8961
      80       0.8192,      80     -24.7980,      80      37.2265,      80     -34.6341,      80      22.9340
      81      -1.5290,      81     -24.7457,      81      39.1810,      81     -41.3462,      81      28.7103
      82      -3.5531,      82     -25.7125,      82      42.3949,      82     -45.6678,      82      32.3662
      83       2.0756,      83     -26.5084,      83      41.0301,      83     -38.7024,      83      23.0409
      84       9.9458,      84     -32.1138,      84      40.1117,      84     -34.6024,      84      16.5342
      85       7.3430,      85     -23.7160,      85      29.4242,      85     -27.7903,      85      13.5213
      86      11.0514,      86     -22.4851,      86      25.3573,      86     -20.5591,      86       5.9188
      87      18.6045,      87     -33.5713,      87      36.4419,      87     -27.2364,      87       5.4352
      88      -0.5032,      88     -19.0666,      88      28.4267,      88     -31.8652,      88      21.3344
      89       9.8248,      89     -31.1486,      89      40.6132,      89     -35.7768,      89      16.8710
      90      13.9063,      90     -27.6426,      90      30.0144,      90     -23.4838,      90       6.6848
      91       4.7507,      91     -27.8457,      91      37.8568,      91     -37.0474,      91      21.2489
      92       7.3764,      92     -28.7696,      92      37.5622,      92     -38.0148,      92      19.1524
      93       8.0788,      93     -30.6748,      93      38.3557,      93     -36.7570,      93      19.7263
      94       7.0610,      94     -30.0351,      94      39.1989,      94     -37.4661,      94      18.6908
      95       0.6485,      95     -24.0821,      95      35.0788,      95     -36.9454,      95      21.8722
      96      -7.4164,      96     -19.0080,      96      34.6784,      96     -38.8844,      96      31.0578
      97      -7.4124,      97     -18.2433,      97      34.6667,      97     -40.5917,      97      29.2509
      98      14.4834,      98     -37.7698,      98      43.9672,      98     -36.5826,      98      14.6211
      99      -1.9774,      99     -22.9954,      99      39.1973,      99     -42.4843,      99      28.2960
     100       0.7506,     100     -21.4527,     100      32.2865,     100     -34.0141,     100      20.5727
     101       2.2943,     101     -29.7796,     101      43.3991,     101     -45.0932,     101      26.8378
     102      12.7622,     102     -37.9619,     102      47.0534,     102     -42.6673,     102      18.8155
     103      -0.3065,     103     -24.5727,     103      40.1736,     103     -40.3796,     103      25.5379
     104       4.5669,     104     -26.5547,     104      38.3084,     104     -35.4699,     104      19.2957
     105      -7.0354,     105     -18.3567,     105      32.2660,     105     -40.9346,     105      30.7780
     106      12.2407,     106     -26.4817,     106      31.2679,     106     -25.8312,     106       8.7670
     107       9.6931,     107     -25.9400,     107      32.2299,     107     -27.2030,     107      10.4592
     108       1.7870,     108     -23.7463,     108      33.7067,     108     -32.0238,     108      19.4362
     109      -5.6770,     109     -19.6736,     109      34.3021,     109     -38.9451,     109      29.0517
     110     -15.1248,     110     -17.5604,     110      40.9250,     110     -48.5994,     110      39.3901
     111       5.5500,     111     -21.7943,     111      27.5140,     111     -27.9931,     111      13.6243
     112       5.7429,     112     -29.2671,     112      39.8304,     112     -39.5968,     112      21.4304
     113       4.3792,     113     -24.9420,     113      33.8096,     113     -33.0484,     113      17.6588
     114      -0.0329,     114     -25.1097,     114      37.6035,     114     -41.9690,     114      26.3737
     115       8.6378,     115     -29.6805,     115      39.0029,     115     -35.6147,     115      16.6692
     116     -10.8905,     116     -12.2267,     116      28.8326,     116     -37.8866,     116      31.3862
     117       6.4390,     117     -27.9439,     117      34.9742,     117     -32.7682,     117      17.7497
     118      -9.2273,     118     -15.7696,     118      31.0706,     118     -37.9729,     118      31.1131
     119      -3.5331,     119     -18.5766,     119      31.1180,     119     -32.8712,     119      24.2750
     120      -0.0231,     120     -21.8398,     120      32.5828,     120     -34.2860,     120      22.4142
     121       0.6721,     121     -26.3205,     121      40.0903,     121     -39.3477,     121      25.1603
     122      12.5209,     122     -30.9017,     122      35.6794,     122     -28.7413,     122      11.3061
     123       6.6085,     123     -26.7552,     123      37.5138,     123     -35.1925,     123      17.5095
     124       6.9683,     124     -30.1604,     124      39.0053,     124     -35.1394,     124      19.1448
     125      -6.3233,     125     -15.8730,     125      30.1689,     125     -34.3994,     125      26.7539
     126      -8.9944,     126     -17.3785,     126      34.9274,     126     -44.7557,     126      32.6482
     127       0.0573,     127     -23.9035,     127      35.1728,     127     -37.1031,     127      24.0275
     128      -4.8168,     128     -19.5489,     128      33.7261,     128     -36.9114,     128      27.2139
     129       6.8974,     129     -25.7045,     129      32.9570,     129     -29.1777,     129      14.4197
     130       1.4031,     130     -23.5140,     130      34.1472,     130     -36.2507,     130      21.6016
     131       0.2053,     131     -24.8553,     131      38.2771,     131     -42.5678,     131      24.4924
     132      22.3706,     132     -41.2823,     132      43.4691,     132     -32.9546,     132       7.4120
     133      13.2163,     133     -38.0483,     133      44.5810,     133     -38.1577,     133      16.9224
     134       1.1067,     134     -28.0454,     134      39.6219,     134     -42.6908,     134      27.2546
     135      15.2312,     135     -38.0682,     135      45.1340,     135     -38.6498,     135      15.2269
     136       9.0326,     136     -33.6823,     136      45.2556,     136     -41.0116,     136      19.0341
     137       9.4522,     137     -33.3605,     137      39.0445,     137     -37.6850,     137      17.6677
     138     -11.6827,     138     -15.8789,     138      33.7188,     138     -43.0991,     138      34.0315
     139       5.5750,     139     -29.7338,     139      39.9671,     139     -36.8143,     139      20.8807
     140      -4.7937,     140     -20.0914,     140      36.3388,     140     -38.9364,     140      27.7802
     141      12.1748,     141     -31.1622,     141      35.6862,     141     -30.0518,     141      11.3466
     142       7.8917,     142     -35.9914,     142      48.5898,     142     -47.3089,     142      24.6165
     143       0.1404,     143     -30.3413,     143      43.6973,     143     -46.9560,     143      31.1404
     144       2.0375,     144     -30.9842,     144      43.7301,     144     -42.4539,     144      26.6573
     145      -9.7823,     145     -24.2189,     145      46.7546,     145     -53.5434,     145      40.6171
     146      -1.0608,     146     -25.9471,     146      40.8885,     146     -43.1438,     146      28.4711
     147       1.6728,     147     -29.0164,     147      40.8128,     147     -41.9680,     147      26.0287
     148       9.9692,     148     -35.0787,     148      42.0615,     148     -38.8056,     148      17.4674
     149      10.1739,     149     -23.7084,     149      27.2604,     149     -21.9568,     149       7.7745
     150       8.8361,     150     -33.8940,     150      43.6901,     150     -40.0128,     150      20.1261
     151       1.5690,     151     -24.8683,     151      35.0767,     151     -39.3379,     151      24.6790
     152       2.1469,     152     -26.2420,     152      35.6186,     152     -36.5632,     152      21.7661
     153      -2.8513,     153     -20.4999,     153      33.6222,     153     -38.3139,     153      26.5884
     154       2.2457,     154     -26.3617,     154      38.4225,     154     -39.8329,     154      24.2155
     155      18.4415,     155     -33.2389,     155      32.5144,     155     -23.4454,     155       3.2107
     156      14.1049,     156     -27.6941,     156      31.2157,     156     -24.0529,     156       6.1987
     157      -2.8876,     157     -14.2985,     157      24.1090,     157     -26.9741,     157      18.7977
     158      12.9469,     158     -34.7574,     158      39.9927,     158     -32.7187,     158      12.4333
     159      15.0953,     159     -35.5059,     159      39.5113,     159     -33.9823,     159      12.7369
     160       8.2059,     160     -31.9357,     160      40.9829,     160     -38.5159,     160      19.5850
     161      -7.0042,     161     -15.2961,     161      30.2497,     161     -35.0769,     161      26.1004
     162      -4.4152,     162     -23.0665,     162      40.6060,     162     -42.5711,     162      29.7191
     163       4.4826,     163     -33.1427,     163      44.3211,     163     -45.4161,     163      26.5377
     164      11.1230,     164     -29.1647,     164      35.3281,     164     -31.6744,     164      12.5448
     165       8.0808,     165     -29.1967,     165      38.6090,     165     -34.3957,     165      16.0566
     166       4.9935,     166     -27.4847,     166      39.4428,     166     -38.4379,     166      20.9207
     167      -3.3075,     167     -19.9728,     167      35.0985,     167     -38.2265,     167      26.8803
     168       2.7312,     168     -25.0870,     168      36.4357,     168     -35.2462,     168      20.8838
     169       2.7952,     169     -28.7725,     169      41.4703,     169     -41.6145,     169      23.6495
     170      -0.3597,     170     -19.9131,     170      31.0201,     170     -34.0783,     170      22.4888
     171      10.7670,     171     -31.9747,     171      41.8309,     171     -36.9117,     171      17.0196
     172       9.6016,     172     -33.5893,     172      41.8628,     172     -38.8286,     172      19.4320
     173      11.3033,     173     -27.1880,     173      32.6400,     173     -27.6812,     173       9.7275
     174       3.9811,     174     -25.8640,     174      37.9487,     174     -33.3997,     174      20.5634
     175      17.8584,     175     -35.1996,     175      38.7576,     175     -29.4099,     175       6.7728
     176      13.0059,     176     -34.0400,     176      41.3659,     176     -35.0824,     176      14.3319
     177       2.3875,     177     -21.5541,     177      30.1254,     177     -30.0815,     177      18.0372
     178       8.7967,     178     -27.7353,     178      35.5982,     178     -31.8307,     178      13.8484
     179      18.0953,     179     -36.3796,     179      36.4298,     179     -29.9632,     179       7.4529
     180       0.0739,     180     -25.7221,     180      37.1138,     180     -36.9970,     180      24.6668
     181      -6.9740,     181     -15.2116,     181      29.4852,     181     -36.0710,     181      26.0429
     182      12.4783,     182     -21.4594,     182      22.7388,     182     -15.8682,     182       2.4226
     183      16.9409,     183     -35.6320,     183      38.1602,     183     -30.0358,     183       9.2432
     184      13.9680,     184     -36.9144,     184      47.0820,     184     -41.1559,     184      16.1134
     185       2.9199,     185     -26.2279,     185      36.5470,     185     -36.7046,     185      22.2025
     186       5.8885,     186     -31.8296,     186      44.5424,     186     -40.6082,     186      23.4326
     187       6.9017,     187     -32.8868,     187      43.5128,     187     -41.3675,     187      22.3298
     188      11.4609,     188     -38.1586,     188      47.0402,     188     -43.0620,     188      20.8214
     189      13.7298,     189     -36.8410,     189      42.9344,     189     -36.9870,     189      14.7287
     190      -3.0709,     190     -21.8824,     190      35.6067,     190     -39.6147,     190      27.4308
     191      17.7920,     191     -35.2423,     191      38.6030,     191     -30.8192,     191       8.3511
     192      10.4594,     192     -31.7943,     192      38.0276,     192     -29.9662,     192      14.3210
     193       5.2770,     193     -28.5362,     193      40.8055,     193     -37.0740,     193      21.1979
     194       6.9188,     194     -28.9280,     194      39.2293,     194     -34.6908,     194      17.9983
     195       7.7090,     195     -27.9907,     195      35.2384,     195     -33.5931,     195      16.5509
     196      14.7860,     196     -38.1672,     196      44.6524,     196     -36.4537,     196      15.3279
     197       4.8739,     197     -29.4164,     197      39.4281,     197     -38.0174,     197      22.1325
     198       0.6626,     198     -27.4986,     198      40.0731,     198     -40.9965,     198      27.7089
     199       5.8118,     199     -25.5381,     199      33.5700,     199     -31.6191,     199      16.8279
     200       4.6476,     200     -23.6649,     200      34.3684,     200     -34.1048,     200      17.4543
     201      14.1671,     201     -32.8207,     201      38.4682,     201     -33.6372,     201      12.5561
     202       4.4966,     202     -23.4998,     202      33.3121,     202     -31.2446,     202      16.8457
     203       3.1166,     203     -28.9088,     203      38.8973,     203     -39.0064,     203      25.2215
     204       9.4910,     204     -35.7000,     204      44.5197,     204     -41.5147,     204      20.2477
     205      -3.3705,     205     -21.2246,     205      36.4600,     205     -39.1264,     205      25.8077
     206       8.0307,     206     -31.5299,     206      39.2395,     206     -37.1785,     206      19.9782
     207       6.4268,     207     -28.5668,     207      42.3646,     207     -38.0680,     207      18.8151
     208      18.3084,     208     -40.3692,     208      44.7028,     208     -35.0681,     208      10.7873
     209      -6.8004,     209     -22.3413,     209      42.9461,     209     -46.6738,     209      33.9661
     210       7.0861,     210     -34.7797,     210      44.0489,     210     -43.1844,     210      23.9303
     211       8.7733,     211     -32.1129,     211      40.5143,     211     -36.4844,     211      18.8310
     212      18.6735,     212     -31.0709,     212      30.6840,     212     -22.4338,     212       2.1192
     213       1.0058,     213     -24.9489,     213      35.3869,     213     -37.8767,     213      24.0339
     214      12.3833,     214     -31.8667,     214      38.3279,     214     -32.9358,     214      12.9653
     215       6.9553,     215     -27.8322,     215      36.0559,     215     -32.9673,     215      16.3197
     216      -0.3484,     216     -25.2078,     216      37.9456,     216     -40.9664,     216      26.3194
     217       0.2788,     217     -23.7631,     217      37.2394,     217     -37.3260,     217      24.5909
     218       1.6303,     218     -28.8656,     218      41.2929,     218     -41.5804,     218      27.5561
     219       8.0297,     219     -31.6655,     219      41.7771,     219     -37.2447,     219      20.0592
     220       5.9919,     220     -21.6488,     220      28.5751,     220     -25.0368,     220      12.4165
     221       9.1648,     221     -27.9884,     221      32.8688,     221     -31.3450,     221      14.8096
     222      -7.8477,     222     -20.0256,     222      37.4328,     222     -41.0524,     222      32.4346
     223       3.3868,     223     -26.8357,     223      36.8976,     223     -36.9166,     223      21.9705
     224       6.7006,     224     -29.1638,     224      38.5449,     224     -35.1736,     224      18.6211
     225      17.0297,     225     -37.3230,     225      37.5350,     225     -31.3274,     225      11.0054
     226      10.7040,     226     -28.6204,     226      34.2466,     226     -29.1992,     226      11.9980
     227       2.3482,     227     -26.3190,     227      38.7715,     227     -39.3099,     227      23.8039
     228       8.3155,     228     -30.9196,     228      38.5190,     228     -35.1531,     228      16.8933
     229       6.4386,     229     -27.3007,     229      35.8456,     229     -32.9945,     229      17.5032
     230       4.7812,     230     -29.5114,     230      40.7368,     230     -39.5753,     230      22.0255
     231      16.1110,     231     -31.1684,     231      31.7291,     231     -25.2634,     231       6.4240
     232       3.7937,     232     -27.3227,     232      39.5159,     232     -38.8027,     232      23.0463
     233      10.8477,     233     -34.6583,     233      45.2537,     233     -43.1134,     233      20.1139
     234       8.9443,     234     -34.1159,     234      43.4672,     234     -42.3860,     234      20.7448
     235      -6.2437,     235     -23.1420,     235      40.2553,     235     -44.3147,     235      32.7009
     236      12.8579,     236     -37.1572,     236      44.2620,     236     -40.9631,     236      18.8651
     237      12.4223,     237     -35.4248,     237      40.3590,     237     -37.0718,     237      16.3231
     238       9.8571,     238     -36.6925,     238      47.8468,     238     -43.6265,     238      21.3315
     239       2.6543,     239     -28.0010,     239      39.4739,     239     -38.6486,     239      23.0399
     240       6.2986,     240     -19.6979,     240      25.8604,     240     -22.4423,     240      10.3715
     241       2.7066,     241     -29.4349,     241      40.6848,     241     -40.6584,     241      25.2024
     242      -3.1936,     242     -25.4426,     242      40.2005,     242     -43.8566,     242      29.8049
     243      10.9327,     243     -33.2673,     243      41.2522,     243     -36.2100,     243      15.5376
     244      10.5543,     244     -35.2190,     244      42.1882,     244     -40.8928,     244      19.7648
     245      14.1049,     245     -38.9571,     245      44.7466,     245     -37.8222,     245      15.7415
     246     -11.2174,     246     -11.1741,     246      27.5448,     246     -34.6233,     246      28.4271
     247      -9.6803,     247     -16.9483,     247      34.8267,     247     -42.9904,     247      32.2130
     248      13.1601,     248     -30.5519,     248      35.9613,     248     -28.3147,     248       9.4746
     249       1.7891,     249     -26.4130,     249      36.9989,     249     -37.8856,     249      23.0359
     250       3.6408,     250     -21.3808,     250      29.1785,     250     -28.2699,     250      16.5680
     251      -7.9800,     251     -18.5276,     251      35.6293,     251     -42.5793,     251      32.1240
     252      14.5896,     252     -29.3589,     252      32.2595,     252     -24.5904,     252       6.9716
     253      -7.3402,     253     -19.1768,     253      35.4625,     253     -40.2212,     253      32.2042
     254      -3.1427,     254     -17.2519,     254      30.3956,     254     -34.1400,     254      23.0078
     255       8.4830,     255     -28.1703,     255      35.9473,     255     -32.2879,     255      15.1635
     256       5.3879,     256     -23.4566,     256      31.9652,     256     -27.7082,     256      14.9290
     257      21.8722,     257     -40.9924,     257      46.2851,     257     -34.9474,     257       8.4808
     258      -2.4984,     258     -26.6038,     258      41.1671,     258     -44.1493,     258      30.7692
     259      -3.7556,     259     -24.2161,     259      39.2809,     259     -42.1286,     259      29.4441
     260      -5.4787,     260     -21.0328,     260      36.7417,     260     -42.6662,     260      30.0053
     261       1.2136,     261     -22.1691,     261      32.5763,     261     -32.3354,     261      20.1356
     262       5.4773,     262     -22.8297,     262      29.6715,     262     -27.5613,     262      13.8505
     263      11.1955,     263     -31.5158,     263      37.6398,     263     -31.7195,     263      13.0813
     264      -2.4494,     264     -25.5911,     264      42.2210,     264     -45.5353,     264      30.4979
     265      13.3667,     265     -38.3136,     265      45.4986,     265     -39.0422,     265      16.3877
     266       9.5211,     266     -36.3047,     266      45.5279,     266     -40.4586,     266      20.4408
     267      -2.4665,     267     -20.0446,     267      33.6014,     267     -35.2054,     267      24.6627
     268      10.7466,     268     -31.4702,     268      36.0266,     268     -33.2987,     268      14.3094
     269      -1.2857,     269     -21.7504,     269      35.8435,     269     -40.7515,     269      24.3359
     270      -1.1173,     270     -23.0256,     270      35.5109,     270     -36.8629,     270      24.8550
     271      -9.2015,     271     -21.3798,     271      40.8343,     271     -47.7712,     271      35.4372
     272       9.6176,     272     -31.7664,     272      39.2837,     272     -36.5709,     272      17.2735
     273       3.6410,     273     -24.5861,     273      35.1089,     273     -32.9553,     273      19.1378
     274      -0.0480,     274     -24.5706,     274      38.4025,     274     -41.3192,     274      26.6747
     275       6.8647,     275     -34.0228,     275      44.2524,     275     -42.6294,     275      22.8048
     276       6.9324,     276     -34.0156,     276      46.2826,     276     -43.7704,     276      24.5163
     277     -12.0701,     277     -11.8860,     277      29.3038,     277     -34.6876,     277      30.9241
     278      -1.8438,     278     -18.4584,     278      29.9810,     278     -31.8748,     278      21.0769
     279       6.8720,     279     -32.3399,     279      40.2496,     279     -38.5344,     279      20.8467
     280      20.1768,     280     -40.5630,     280      43.5414,     280     -35.6179,     280      10.6622
     281      -0.2569,     281     -23.9481,     281      36.6202,     281     -37.4195,     281      24.7898
     282       7.9671,     282     -27.5823,     282      33.6917,     282     -28.5630,     282      13.8961
     283      17.1743,     283     -37.8506,     283      40.6813,     283     -32.6104,     283      10.4025
     284       8.3038,     284     -26.5463,     284      31.8893,     284     -27.3314,     284      13.0558
     285      -3.7167,     285     -23.2665,     285      37.8295,     285     -38.9809,     285      28.0414
     286      17.0318,     286     -32.9052,     286      36.0992,     286     -26.7566,     286       5.9235
     287       2.4377,     287     -24.6696,     287      35.6527,     287     -38.1820,     287      21.1686
     288      -4.7418,     288     -16.9646,     288      31.3497,     288     -36.3278,     288      25.3916
     289      -6.4830,     289     -18.4556,     289      34.4929,     289     -39.3013,     289      28.9971
     290       0.8372,     290     -24.9531,     290      38.9323,     290     -42.0784,     290      25.1744
     291      -2.8304,     291     -24.4757,     291      36.5595,     291     -38.5002,     291      25.9949
     292      -7.3880,     292     -16.0858,     292      30.4935,     292     -35.4701,     292      26.6194
     293       0.6444,     293     -28.3735,     293      40.0979,     293     -42.8229,     293      27.5021
     294      11.5236,     294     -32.2932,     294      39.8907,     294     -32.6410,     294      12.4599
     295       4.1777,     295     -28.6122,     295      38.9805,     295     -36.8399,     295      21.9980
     296       7.6101,     296     -29.8242,     296      39.1382,     296     -35.5681,     296      17.2342
     297       6.9165,     297     -30.6559,     297      41.5282,     297     -37.4717,     297      19.9448
     298       7.4270,     298     -33.0338,     298      43.1729,     298     -41.7267,     298      22.0143
     299      11.9669,     299     -32.4193,     299      39.2320,     299     -32.8695,     299      14.0239
     300      -1.1997,     300     -24.0043,     300      38.5175,     300     -40.5677,     300      26.3580
     301      -1.6466,     301     -24.2100,     301      36.1450,     301     -39.4772,     301      27.2197
     302       7.3540,     302     -30.1391,     302      37.8750,     302     -35.6278,     302      17.6523
     303      12.9986,     303     -36.5639,     303      45.7719,     303     -40.9233,     303      16.8534
     304       3.4232,     304     -24.7188,     304      34.8494,     304     -35.3750,     304      20.5409
     305      12.8214,     305     -32.7821,     305      40.2001,     305     -35.9101,     305      13.5649
     306      -5.5779,     306     -17.7006,     306      33.4556,     306     -38.5371,     306      28.3451
     307       9.0555,     307     -34.0430,     307      45.1952,     307     -41.9074,     307      21.0528
     308      11.7774,     308     -36.8943,     308      43.5275,     308     -39.8637,     308      18.6406
     309      -5.4421,     309     -17.8524,     309      31.7774,     309     -37.2804,     309      26.3906
     310       3.9646,     310     -28.4213,     310      40.6383,     310     -38.3995,     310      21.9203
     311      -4.5209,     311     -25.0986,     311      41.8733,     311     -47.4770,     311      33.1413
     312       0.6090,     312     -26.7217,     312      40.0751,     312     -41.3487,     312      25.6955
     313       5.0379,     313     -30.3969,     313      40.9841,     313     -37.6755,     313      21.4745
     314      22.8665,     314     -34.6436,     314      32.2811,     314     -20.1476,     314      -0.4618
     315      21.0114,     315     -40.0544,     315      45.0917,     315     -35.8204,     315       9.3374
     316       9.6929,     316     -30.0621,     316      37.2364,     316     -35.0771,     316      15.3968
     317       5.8367,     317     -29.0371,     317      37.3784,     317     -36.3704,     317      18.9552
     318       2.7589,     318     -28.0601,     318      41.0812,     318     -41.5843,     318      25.1366
     319       9.3149,     319     -30.3114,     319      41.1224,     319     -37.3661,     319      18.0436
     320       4.1866,     320     -27.5500,     320      39.8707,     320     -37.8227,     320      22.9022
     321      17.7025,     321     -35.0705,     321      39.1510,     321     -31.6889,     321       8.2271
     322      16.7472,     322     -35.8360,     322      40.3084,     322     -33.4741,     322       9.8677
     323       8.5259,     323     -29.8328,     323      37.7767,     323     -34.9671,     323      16.7398
     324      12.0363,     324     -31.2117,     324      37.2967,     324     -29.7781,     324      11.4054
     325      -0.4623,     325     -23.8013,     325      35.9358,     325     -40.4031,     325      24.6153
     326      10.0587,     326     -22.4812,     326      23.2849,     326     -19.0417,     326       6.3893
     327       6.1401,     327     -22.8482,     327      30.3551,     327     -28.6339,     327      14.0953
     328       9.9714,     328     -31.0963,     328      39.8674,     328     -35.1145,     328      16.0959
