#Frame      Dih_00146,#Frame      Dih_00147,#Frame      Dih_00148,#Frame      Dih_00149,#Frame      Dih_00150
       1     -37.6560,       1      45.6769,       1     -35.2164,       1      14.2761,       1      13.2670
       2     -46.3461,       2      45.8986,       2     -28.2286,       2       2.0652,       2      27.7385
       3     -50.2742,       3      51.8191,       3     -30.6709,       3       1.8709,       3      30.1252
       4     -39.7550,       4      47.5435,       4     -33.9591,       4      13.8060,       4      16.7293
       5     -42.5040,       5      46.1111,       5     -34.7141,       5      12.5984,       5      18.6879
       6     -42.7995,       6      46.0983,       6     -29.4506,       6       5.2423,       6      24.9217
       7     -42.4936,       7      43.9819,       7     -30.0552,       7       5.7806,       7      22.6577
       8     -40.2135,       8      46.3858,       8     -37.0386,       8      16.4058,       8      14.4468
       9     -50.8205,       9      57.7962,       9     -38.4897,       9      11.4773,       9      24.8796
      10     -47.4392,      10      52.0754,      10     -36.4911,      10      11.1617,      10      22.1862
      11     -28.4154,      11      42.3369,      11     -37.6128,      11      24.6523,      11       1.8574
      12     -40.1244,      12      48.4395,      12     -37.3793,      12      15.1523,      12      14.8870
      13     -48.9240,      13      51.5489,      13     -37.0517,      13       8.3908,      13      25.4968
      14     -42.0808,      14      49.4812,      14     -35.8371,      14      12.0845,      14      18.2959
      15     -38.1733,      15      48.8425,      15     -41.0830,      15      21.1629,      15       9.5039
      16     -42.3500,      16      43.9023,      16     -26.5385,      16       0.5769,      16      26.6611
      17     -53.3097,      17      53.3901,      17     -28.0552,      17      -3.9218,      17      36.3691
      18     -45.6091,      18      51.6538,      18     -34.6907,      18      10.1500,      18      21.6476
      19     -41.1121,      19      51.1909,      19     -40.3464,      19      17.8478,      19      14.2251
      20     -45.4364,      20      48.9516,      20     -34.5488,      20       9.6486,      20      22.7511
      21     -41.0264,      21      53.6701,      21     -41.4966,      21      17.9570,      21      14.7978
      22     -50.0868,      22      51.7698,      22     -34.1349,      22       6.2377,      22      27.5472
      23     -43.3957,      23      51.8978,      23     -37.5529,      23      13.1655,      23      19.1470
      24     -41.9566,      24      53.1570,      24     -40.7539,      24      18.4361,      24      15.2597
      25     -41.3066,      25      51.0723,      25     -38.5415,      25      15.7885,      25      15.5154
      26     -25.4008,      26      44.3414,      26     -44.4962,      26      32.5686,      26      -5.5613
      27     -30.4308,      27      46.0514,      27     -40.1797,      27      23.2256,      27       3.7030
      28     -38.9243,      28      50.7681,      28     -41.6118,      28      19.8261,      28      13.7028
      29     -44.6701,      29      51.0988,      29     -36.7222,      29      11.4944,      29      20.7839
      30     -49.1180,      30      51.2284,      30     -32.8261,      30       7.2278,      30      25.3814
      31     -41.2900,      31      43.9261,      31     -29.1334,      31       7.6342,      31      21.3412
      32     -34.0963,      32      48.5336,      32     -41.7518,      32      21.7535,      32       8.5723
      33     -36.1765,      33      46.4134,      33     -36.1500,      33      16.0599,      33      11.9666
      34     -41.2443,      34      45.8675,      34     -32.2953,      34       8.3803,      34      19.5522
      35     -40.0900,      35      44.8685,      35     -32.3217,      35       9.1818,      35      18.8708
      36     -44.5857,      36      44.9547,      36     -26.0378,      36      -0.8994,      36      30.1228
      37     -34.9443,      37      49.3716,      37     -43.2420,      37      25.4838,      37       5.9303
      38     -43.4916,      38      50.0429,      38     -38.6463,      38      15.0901,      38      17.8548
      39     -46.2784,      39      48.5491,      39     -30.2814,      39       7.9408,      39      20.9050
      40     -52.5339,      40      48.0551,      40     -24.4264,      40      -5.2570,      40      33.7801
      41     -46.2176,      41      44.5773,      41     -27.2637,      41       0.1963,      41      29.2421
      42     -46.9017,      42      54.8226,      42     -41.6557,      42      14.9963,      42      19.2547
      43     -40.5744,      43      56.0712,      43     -44.9594,      43      21.8189,      43      11.5333
      44     -40.6398,      44      46.7942,      44     -31.8824,      44       9.7717,      44      20.3785
      45     -41.8106,      45      47.1246,      45     -33.9519,      45      11.3972,      45      19.6939
      46     -34.8469,      46      47.8778,      46     -38.2397,      46      17.8473,      46       9.7514
      47     -43.4630,      47      48.3086,      47     -33.8977,      47       8.6172,      47      21.8056
      48     -45.3617,      48      55.2266,      48     -42.0261,      48      16.6399,      48      17.7321
      49     -43.8117,      49      46.6827,      49     -32.4057,      49       8.5886,      49      21.4074
      50     -39.0883,      50      45.6625,      50     -33.3451,      50      11.9941,      50      16.5345
      51     -35.9640,      51      44.3503,      51     -32.5273,      51      13.5731,      51      14.8782
      52     -34.6083,      52      50.3207,      52     -43.6771,      52      25.2546,      52       4.6554
      53     -37.3857,      53      46.4505,      53     -34.0601,      53      10.8094,      53      16.8981
      54     -33.7818,      54      39.7601,      54     -28.8828,      54      10.4244,      54      15.0204
      55     -41.4198,      55      46.5491,      55     -31.1415,      55       6.4717,      55      21.9085
      56     -38.1634,      56      50.9365,      56     -43.7692,      56      22.0220,      56       9.8170
      57     -43.7153,      57      50.9948,      57     -40.5501,      57      16.3638,      57      18.7689
      58     -46.2588,      58      50.5171,      58     -41.4530,      58      14.0206,      58      21.3429
