#Frame      Dih_00076,#Frame      Dih_00077,#Frame      Dih_00078,#Frame      Dih_00079,#Frame      Dih_00080
      61     -35.4692,      61      45.0176,      61     -40.6372,      61      22.2088,      61       8.3658
      62     -29.1155,      62      42.4735,      62     -35.2645,      62      19.8050,      62       5.9439
      63     -20.9560,      63      33.9930,      63     -32.2327,      63      21.3076,      63      -0.4468
      64     -29.7928,      64      38.2545,      64     -31.4382,      64      15.0027,      64       7.9856
      65     -21.6688,      65      35.7090,      65     -35.2938,      65      23.0487,      65      -0.6279
      66     -15.9999,      66      33.3616,      66     -35.0117,      66      27.1132,      66      -7.3542
      67     -20.6816,      67      36.9205,      67     -34.7216,      67      23.4526,      67      -2.3737
      68     -21.8581,      68      38.1853,      68     -37.8304,      68      26.1475,      68      -2.4167
      69      -9.5198,      69      30.1009,      69     -37.5203,      69      33.4152,      69     -15.2159
      70     -27.7978,      70      47.1661,      70     -43.5574,      70      29.4029,      70      -0.7604
      71     -26.3057,      71      36.4930,      71     -29.4358,      71      13.4969,      71       7.5519
      72     -13.1494,      72      30.0100,      72     -35.0985,      72      26.9780,      72      -8.8662
      73     -28.1616,      73      44.0053,      73     -41.5307,      73      25.8944,      73       1.0383
      74     -29.1974,      74      42.9744,      74     -38.1429,      74      22.6645,      74       2.0165
      75     -32.1185,      75      37.8526,      75     -27.3096,      75       9.9565,      75      13.8495
      76     -33.3207,      76      20.0911,      76      -1.0184,      76     -19.9474,      76      35.9566
      77     -35.9044,      77      27.9932,      77      -8.2912,      77     -12.3660,      77      28.5481
      78     -39.1033,      78      36.2839,      78     -18.6297,      78      -2.5020,      78      26.1578
      79     -41.4120,      79      31.3871,      79     -10.0329,      79     -13.7395,      79      32.8179
      80     -41.2957,      80      34.1650,      80     -16.1309,      80      -6.6237,      80      27.7569
      81     -40.9169,      81      38.1191,      81     -18.7757,      81      -5.8420,      81      29.2692
      82     -43.9518,      82      36.1206,      82     -17.0780,      82      -8.7965,      82      32.9627
      83     -34.5093,      83      39.2408,      83     -33.1292,      83      14.6724,      83      12.4958
      84     -30.1853,      84      41.3941,      84     -36.5093,      84      19.2940,      84       6.4174
      85     -27.8075,      85      35.9537,      85     -31.0541,      85      15.6573,      85       7.9151
      86     -17.7678,      86      25.6769,      86     -20.7309,      86      10.8513,      86       3.9731
      87     -25.7452,      87      36.8676,      87     -33.0943,      87      20.4264,      87       3.0065
      88     -27.2740,      88      37.7111,      88     -35.3920,      88      21.1657,      88       3.5400
      89     -31.1115,      89      42.9890,      89     -41.3406,      89      24.2561,      89       4.0455
      90     -29.8129,      90      37.1141,      90     -28.8022,      90      13.5701,      90       9.8567
      91     -28.8539,      91      32.7908,      91     -24.7050,      91       7.2011,      91      13.5498
      92     -48.2427,      92      36.3946,      92     -11.3008,      92     -18.1220,      92      42.9282
      93     -38.7099,      93      33.7698,      93     -15.6725,      93      -8.7272,      93      31.9726
      94     -45.1277,      94      16.5221,      94      14.8553,      94     -40.6475,      94      56.4468
      95     -48.6502,      95      35.6245,      95     -12.7926,      95     -12.1940,      95      39.4330
      96     -48.2676,      96      46.4371,      96     -29.7745,      96       2.3821,      96      29.2372
      97     -45.9058,      97      46.8700,      97     -29.0138,      97       3.4417,      97      26.0200
      98     -41.4790,      98      47.0724,      98     -33.8815,      98      10.8394,      98      19.2922
      99     -38.7147,      99      39.7654,      99     -26.9115,      99       7.6521,      99      18.9088
     100     -33.7366,     100      25.6923,     100      -9.0875,     100     -10.2173,     100      27.0005
     101     -41.2638,     101      35.2712,     101     -16.9337,     101      -5.9032,     101      30.1045
     102     -40.4364,     102      39.6299,     102     -21.6814,     102      -1.5506,     102      26.1078
     103     -33.1411,     103      37.1388,     103     -28.1546,     103      10.0403,     103      14.8437
     104     -48.9613,     104      39.4458,     104     -15.5144,     104     -12.9264,     104      38.2187
     105     -33.5753,     105      39.1723,     105     -30.4063,     105      12.0838,     105      13.7093
     106     -16.1441,     106      31.4030,     106     -32.4373,     106      25.1559,     106      -6.1828
     107     -38.2106,     107      36.4659,     107     -19.6118,     107      -3.2592,     107      26.3769
     108     -43.6436,     108      49.2312,     108     -38.9450,     108      12.2625,     108      19.8242
     109     -17.2185,     109      29.2803,     109     -27.7531,     109      19.2433,     109      -2.4445
     110     -27.8876,     110      38.6564,     110     -33.4441,     110      17.5636,     110       5.4686
     111     -37.3980,     111      43.7969,     111     -32.7863,     111      14.6840,     111      13.3361
     112     -38.9615,     112      13.7347,     112      14.5641,     112     -38.9882,     112      49.6062
     113     -47.9519,     113      44.6328,     113     -22.8976,     113      -3.7051,     113      31.7457
     114     -54.4867,     114      36.5214,     114      -7.1359,     114     -22.5029,     114      45.8511
     115     -38.2983,     115      27.2478,     115      -7.7596,     115     -14.6738,     115      32.3410
     116     -43.7059,     116      29.7163,     116      -9.1813,     116     -13.6655,     116      34.5350
     117     -33.0837,     117      39.1009,     117     -27.8707,     117       7.7237,     117      16.5155
     118     -38.0774,     118      51.2304,     118     -41.7770,     118      23.0210,     118       8.9860
     119     -46.0021,     119      44.7041,     119     -26.7687,     119       0.7136,     119      28.9544
     120     -30.6959,     120      33.7709,     120     -22.9416,     120       5.3656,     120      17.2650
     121     -41.3114,     121      27.2949,     121      -6.2024,     121     -18.8175,     121      38.7426
     122     -48.0728,     122      42.7484,     122     -21.7684,     122      -3.9630,     122      32.4032
     123     -38.8757,     123      38.5893,     123     -23.2528,     123       0.7620,     123      24.7923
     124     -39.6594,     124      30.8330,     124     -12.9298,     124      -9.2708,     124      30.1156
     125     -45.3653,     125      45.6679,     125     -32.0628,     125       6.4652,     125      24.3697
     126      -8.2145,     126      26.7400,     126     -29.5547,     126      29.3937,     126     -13.2324
     127     -22.0543,     127      36.3432,     127     -35.4006,     127      20.7631,     127       1.2215
     128     -15.3623,     128      30.2654,     128     -28.4890,     128      20.9153,     128      -3.9792
     129     -34.2824,     129      40.7975,     129     -31.2433,     129      12.1985,     129      14.1278
     130     -35.4505,     130      40.7824,     130     -30.5880,     130       8.3503,     130      18.8638
     131     -36.1528,     131      43.2036,     131     -31.9518,     131      12.3747,     131      14.4323
     132     -31.6199,     132      31.5042,     132     -18.9368,     132       1.7078,     132      18.5433
     133     -36.6112,     133      33.7898,     133     -21.2731,     133       2.5642,     133      21.6930
     134     -42.6796,     134      30.9985,     134      -8.6250,     134     -16.0943,     134      38.4355
     135     -36.5980,     135      41.9836,     135     -28.6869,     135       6.8651,     135      18.1172
     136     -40.0793,     136      43.9855,     136     -31.5315,     136       9.9720,     136      18.0905
     137     -33.5676,     137      38.5993,     137     -29.5707,     137      11.6539,     137      12.8385
     138      -9.5646,     138      23.9745,     138     -26.3751,     138      20.7787,     138      -7.6681
     139     -12.4873,     139      26.2790,     139     -30.1383,     139      25.0604,     139      -7.6821
     140     -27.2007,     140      38.3385,     140     -35.4823,     140      21.6633,     140       2.6917
     141     -37.6438,     141      46.5404,     141     -35.4984,     141      12.2347,     141      16.7950
     142     -43.5345,     142      47.0093,     142     -29.0318,     142       4.0032,     142      23.7641
     143     -16.5625,     143      28.1355,     143     -29.5955,     143      23.8486,     143      -5.0708
     144     -17.9074,     144      31.6370,     144     -32.2981,     144      23.7292,     144      -4.7290
     145     -22.3096,     145      38.0615,     145     -38.1784,     145      27.6476,     145      -3.8046
     146     -16.9305,     146      38.2117,     146     -41.2851,     146      35.0389,     146     -10.7830
     147     -21.4548,     147      36.9387,     147     -35.0142,     147      24.1567,     147      -1.4758
     148     -32.4272,     148      39.2742,     148     -31.7719,     148      13.5266,     148      12.4463
     149     -32.3729,     149      44.8900,     149     -35.6718,     149      18.6295,     149       8.1594
     150     -36.6909,     150      43.1518,     150     -28.2663,     150       8.9823,     150      16.4807
     151     -22.5835,     151      37.9888,     151     -34.7189,     151      23.8234,     151      -1.8469
     152     -31.8268,     152      12.7485,     152       9.6839,     152     -29.6971,     152      38.8095
     153     -38.4598,     153      34.0491,     153     -17.8414,     153      -4.6509,     153      27.8524
     154     -44.8847,     154      24.1511,     154       3.8101,     154     -30.3929,     154      47.4942
     155     -36.5024,     155      17.4062,     155       7.5979,     155     -30.1698,     155      43.2309
     156     -46.6395,     156      49.8286,     156     -33.0882,     156       6.1629,     156      26.1297
     157     -41.9204,     157      43.4070,     157     -26.3749,     157       3.1788,     157      24.4525
     158     -48.1499,     158      44.4200,     158     -22.0909,     158      -4.9139,     158      31.7549
     159     -49.9088,     159      48.5066,     159     -27.4642,     159      -1.1081,     159      32.5548
     160     -50.1773,     160      49.4632,     160     -31.7631,     160       4.4134,     160      28.9885
     161     -39.3067,     161      41.2234,     161     -31.3771,     161      10.0341,     161      18.5570
     162     -31.5721,     162      42.5173,     162     -34.9202,     162      19.2317,     162       7.2689
     163     -30.0742,     163      45.1525,     163     -39.2177,     163      22.3240,     163       5.5134
     164     -31.3552,     164      29.0096,     164     -16.2606,     164      -2.4439,     164      22.3419
     165     -39.1153,     165      48.1982,     165     -39.0629,     165      16.9604,     165      12.9486
     166     -42.4517,     166      52.5789,     166     -46.4850,     166      22.7889,     166      11.4442
     167     -42.8155,     167      48.3148,     167     -37.4937,     167      13.0426,     167      17.3740
     168     -46.6643,     168      50.3813,     168     -36.5416,     168      12.0249,     168      19.4487
     169     -32.0926,     169      45.1540,     169     -38.7001,     169      22.4899,     169       5.8955
     170     -35.2004,     170      45.8119,     170     -37.6359,     170      20.4615,     170       9.2792
     171     -21.1946,     171      34.5681,     171     -35.3839,     171      25.2011,     171      -2.9822
     172     -30.2353,     172      41.6328,     172     -35.5867,     172      18.4132,     172       6.6195
     173     -28.9754,     173      39.8835,     173     -34.8860,     173      18.6832,     173       5.6377
     174     -33.6611,     174      44.1124,     174     -35.0013,     174      17.1714,     174       9.5179
     175     -38.5220,     175      45.6277,     175     -36.3627,     175      13.5914,     175      16.6168
     176     -39.8494,     176      41.7307,     176     -31.5140,     176      10.8818,     176      17.3052
     177     -31.4844,     177      47.5929,     177     -42.3970,     177      25.0590,     177       4.2148
     178     -42.2267,     178      54.2499,     178     -45.0236,     178      21.7291,     178      12.0137
     179     -20.8867,     179      30.3838,     179     -27.5632,     179      16.2038,     179       2.7707
     180     -37.7307,     180      43.8276,     180     -33.3465,     180      11.2246,     180      15.8961
     181     -39.2043,     181      39.6040,     181     -25.7856,     181       4.3990,     181      22.0660
     182     -26.9362,     182      39.1623,     182     -37.3952,     182      23.5841,     182       2.1374
     183     -37.3338,     183      43.8256,     183     -30.9724,     183      11.9790,     183      15.1257
     184     -28.0492,     184      40.3427,     184     -33.5380,     184      18.9499,     184       5.7326
     185     -39.5029,     185      39.0441,     185     -20.7919,     185      -2.0392,     185      26.9515
     186     -39.8304,     186      43.4122,     186     -28.6001,     186       6.5133,     186      20.4120
     187     -37.7680,     187      37.9654,     187     -24.6303,     187       1.9673,     187      23.3599
     188     -43.9730,     188      50.7924,     188     -37.5318,     188      13.5158,     188      17.4830
     189     -30.9138,     189      20.3437,     189      -4.1915,     189     -13.3524,     189      28.3937
     190     -31.3655,     190      25.2636,     190     -10.7910,     190      -8.2634,     190      25.9851
     191     -13.6041,     191      28.5832,     191     -31.6159,     191      26.1346,     191      -8.1769
     192     -25.4246,     192      41.8455,     192     -45.5998,     192      32.1515,     192      -5.2305
     193     -27.6909,     193      30.6839,     193     -25.1718,     193      10.0071,     193      11.5994
     194     -35.6947,     194      38.3030,     194     -27.0141,     194       8.8780,     194      14.6883
     195     -27.8331,     195      40.4201,     195     -33.4872,     195      21.4202,     195       3.6538
     196     -29.8428,     196      41.1957,     196     -36.6264,     196      20.3943,     196       5.1854
     197     -39.1971,     197      47.0325,     197     -37.1837,     197      15.7242,     197      14.6898
     198     -37.2736,     198      43.1854,     198     -32.5486,     198      13.6551,     198      13.4620
     199     -24.1357,     199      33.0418,     199     -24.7522,     199      11.2383,     199       7.9157
     200     -32.1396,     200      25.8470,     200     -11.2693,     200      -6.8148,     200      25.6153
     201     -28.6361,     201      42.1980,     201     -38.6611,     201      24.1656,     201       2.3465
     202     -37.9300,     202      41.7742,     202     -29.9968,     202       9.5371,     202      17.6149
     203     -39.4452,     203      43.1288,     203     -28.1300,     203       5.9478,     203      20.8417
     204     -27.6414,     204      44.1260,     204     -45.7933,     204      27.5123,     204       0.1673
     205     -30.8440,     205      44.4433,     205     -38.0414,     205      22.9947,     205       4.2331
     206     -40.0904,     206      47.4105,     206     -36.5714,     206      16.0880,     206      15.3524
     207      -1.5231,     207      21.9054,     207     -34.2209,     207      32.7396,     207     -20.2109
     208     -32.0992,     208      44.0402,     208     -35.9304,     208      18.8191,     208       8.1470
     209     -12.5451,     209      20.5976,     209     -18.4166,     209      10.7724,     209       0.4615
     210     -25.8487,     210      35.8525,     210     -33.3923,     210      20.0536,     210       3.0973
     211      -9.0714,     211      22.6832,     211     -26.0227,     211      21.2949,     211      -8.7483
     212     -30.7213,     212      38.8071,     212     -30.1505,     212      13.1745,     212      10.5254
     213     -16.8105,     213      31.3501,     213     -31.3235,     213      24.5353,     213      -5.5149
     214      -9.5541,     214      25.1754,     214     -28.1586,     214      24.7565,     214      -9.6918
     215     -36.9497,     215      52.4220,     215     -39.9495,     215      22.3437,     215       6.8882
     216     -32.2988,     216      38.4902,     216     -31.7750,     216      14.2306,     216      10.9562
     217     -30.2114,     217      38.3597,     217     -34.2606,     217      17.9580,     217       7.7369
     218     -31.6849,     218      42.4465,     218     -39.0566,     218      21.1135,     218       7.5048
     219     -37.8876,     219      46.9122,     219     -34.2231,     219      14.2751,     219      14.1129
     220     -31.1822,     220      40.6304,     220     -32.8746,     220      16.3156,     220       9.9162
     221     -33.2141,     221      18.0040,     221       1.7757,     221     -21.4095,     221      35.6001
     222     -33.1632,     222      40.1787,     222     -30.2041,     222      12.7065,     222      11.9609
     223     -19.7697,     223      37.2519,     223     -37.1511,     223      26.4187,     223      -3.5562
     224     -26.5771,     224      31.2142,     224     -24.9217,     224      10.7306,     224      10.3706
     225     -22.2629,     225      34.0231,     225     -32.1512,     225      19.7755,     225       1.5242
     226     -25.4933,     226      33.6740,     226     -27.7348,     226      13.8673,     226       7.6188
     227     -40.4510,     227      49.0665,     227     -38.0733,     227      12.2038,     227      18.4612
     228     -42.1157,     228      50.4847,     228     -36.8885,     228      15.0613,     228      17.4282
     229     -43.1374,     229      43.9054,     229     -28.2291,     229       5.1966,     229      22.4910
     230      -5.0611,     230      21.6253,     230     -26.7813,     230      25.3563,     230     -13.5248
     231     -36.0003,     231      37.0682,     231     -24.4159,     231       2.4638,     231      21.4669
     232     -36.8827,     232      44.1589,     232     -34.7065,     232      16.7058,     232      10.9733
     233     -23.6745,     233      37.2844,     233     -35.4388,     233      25.0315,     233      -1.7957
     234     -28.3759,     234      38.5088,     234     -33.2351,     234      17.8281,     234       6.9193
     235     -31.3481,     235      40.0946,     235     -34.0517,     235      18.7014,     235       6.9988
     236     -24.6468,     236      34.8421,     236     -30.7880,     236      19.0443,     236       3.7238
     237     -31.7568,     237      38.1981,     237     -29.8630,     237      12.5222,     237      11.9691
     238     -39.0380,     238      48.1902,     238     -37.6722,     238      15.4839,     238      14.8751
     239     -33.5836,     239      35.5055,     239     -23.8487,     239       6.8924,     239      16.3117
     240     -24.1356,     240      37.0213,     240     -35.1679,     240      24.5157,     240       0.1258
     241     -24.2799,     241      38.6128,     241     -38.0559,     241      24.0521,     241      -0.2477
     242     -31.6268,     242      44.9435,     242     -39.2602,     242      21.0933,     242       5.5038
     243     -29.4863,     243      37.8668,     243     -31.4861,     243      13.6502,     243      10.2142
     244     -30.8069,     244      37.1824,     244     -25.3379,     244       9.1962,     244      11.9469
     245     -24.8597,     245      39.2431,     245     -37.3790,     245      25.0891,     245      -0.4155
     246     -16.1104,     246      31.0393,     246     -35.0306,     246      26.2688,     246      -6.7133
     247     -21.9709,     247      35.3614,     247     -34.2885,     247      23.9775,     247      -1.9411
     248     -17.7193,     248      36.7140,     248     -38.0310,     248      29.6815,     248      -8.6366
     249     -21.0663,     249      34.3750,     249     -30.8618,     249      20.5582,     249      -0.0464
     250     -28.9184,     250      39.5703,     250     -34.4430,     250      19.1856,     250       4.2067
     251     -28.9414,     251      31.5860,     251     -22.4064,     251       6.0730,     251      13.4165
     252     -21.5355,     252      33.9982,     252     -30.6484,     252      20.4532,     252      -0.2049
     253     -19.6755,     253      36.9120,     253     -37.3987,     253      26.6401,     253      -5.3604
     254     -18.3065,     254      24.5288,     254     -21.2429,     254      12.2590,     254       3.1270
     255     -29.0754,     255      42.0513,     255     -37.7547,     255      22.4298,     255       3.3216
     256     -25.3438,     256      39.6729,     256     -36.7391,     256      22.0293,     256       2.1482
     257     -34.8132,     257      43.6705,     257     -35.7914,     257      18.2135,     257       9.6733
     258     -25.4645,     258      40.0097,     258     -37.0122,     258      26.6807,     258      -1.4561
     259     -18.8133,     259      30.0590,     259     -28.7842,     259      18.8938,     259      -0.7172
     260     -42.1514,     260      48.2019,     260     -35.7445,     260      11.9266,     260      18.8123
     261     -31.7892,     261      41.0157,     261     -37.3031,     261      20.8001,     261       7.2146
     262     -22.3725,     262      35.2821,     262     -35.2250,     262      21.2094,     262       0.5054
     263     -15.2988,     263      28.3107,     263     -30.4846,     263      22.4406,     263      -4.5901
     264     -38.8764,     264      45.6088,     264     -34.0910,     264      10.8786,     264      17.8666
     265     -29.3298,     265      38.0556,     265     -29.1876,     265      14.1170,     265       8.6264
     266     -10.4275,     266      22.9473,     266     -25.6720,     266      19.8029,     266      -6.1147
     267     -37.9551,     267      47.5695,     267     -37.5500,     267      16.9820,     267      12.0671
     268     -27.1859,     268      30.1561,     268     -18.8423,     268       2.2897,     268      15.9000
     269     -22.0752,     269      32.0686,     269     -28.5228,     269      17.0993,     269       1.9098
     270     -14.9234,     270      36.5985,     270     -39.3750,     270      35.4632,     270     -14.0626
     271     -21.4615,     271      31.7821,     271     -27.9688,     271      17.2041,     271       2.2269
     272     -25.1250,     272      45.0741,     272     -46.0382,     272      31.4444,     272      -4.0651
     273     -30.4949,     273      46.4329,     273     -41.9841,     273      25.7736,     273       1.3778
     274     -43.8617,     274      52.5328,     274     -35.7549,     274       8.2997,     274      22.4853
     275     -23.1723,     275      35.9565,     275     -32.9019,     275      21.5834,     275       0.3775
     276     -19.5271,     276      33.9416,     276     -34.9166,     276      26.6350,     276      -4.2194
     277     -42.3792,     277      49.4101,     277     -38.2542,     277      15.0792,     277      17.2213
     278     -37.6951,     278      53.1851,     278     -44.9005,     278      23.1067,     278       9.2923
     279     -40.8507,     279      42.0686,     279     -25.8952,     279       2.4368,     279      25.2624
     280     -20.9397,     280      36.7298,     280     -36.2970,     280      25.8892,     280      -3.8973
     281     -21.9080,     281      38.7081,     281     -40.0198,     281      27.5649,     281      -3.7438
     282     -40.0343,     282      48.9997,     282     -38.3184,     282      17.8948,     282      13.3450
     283     -40.0919,     283      43.5333,     283     -31.2919,     283       8.4161,     283      19.9726
     284     -13.0182,     284      30.4149,     284     -33.6678,     284      29.6397,     284     -10.0425
     285     -23.9287,     285      40.1645,     285     -39.5470,     285      25.9811,     285      -1.5839
     286     -10.4597,     286      31.4351,     286     -38.2360,     286      34.0903,     286     -15.1295
     287     -26.9244,     287      41.6978,     287     -36.7721,     287      23.3742,     287       1.5996
     288       2.0873,     288      18.0899,     288     -29.0857,     288      33.0084,     288     -21.9346
     289     -23.1046,     289      37.7711,     289     -36.0225,     289      26.1884,     289      -2.0867
     290     -26.7537,     290      44.5021,     290     -40.6038,     290      26.3014,     290       0.0327
     291     -23.8545,     291      40.6267,     291     -41.6194,     291      28.8440,     291      -4.3978
     292     -23.6500,     292      39.5752,     292     -38.7145,     292      26.0012,     292      -1.5606
     293     -38.9536,     293      46.2646,     293     -32.1601,     293       8.6367,     293      20.6359
     294     -26.3493,     294      36.0280,     294     -31.6394,     294      18.0082,     294       5.0873
     295     -32.6679,     295      44.2124,     295     -37.3447,     295      18.7017,     295       8.7568
     296     -34.5076,     296      41.5740,     296     -32.0464,     296      14.6992,     296      12.5507
     297     -39.4779,     297      40.6680,     297     -25.2151,     297       2.5781,     297      24.2024
     298     -29.0389,     298      33.0730,     298     -21.5768,     298       6.0379,     298      14.8192
     299     -28.9298,     299      35.6627,     299     -28.2881,     299      13.0946,     299       9.4640
     300     -33.8350,     300      42.1554,     300     -34.2169,     300      14.3009,     300      11.8381
     301     -22.4551,     301      34.2115,     301     -33.2387,     301      21.7899,     301      -0.3342
     302     -27.4752,     302      31.3332,     302     -24.6946,     302       9.1947,     302      12.2363
     303     -34.8748,     303      38.8119,     303     -27.7067,     303       9.1363,     303      15.6300
     304     -40.6172,     304      46.6328,     304     -33.8585,     304      11.6633,     304      17.6846
     305     -28.0020,     305      41.2414,     305     -36.5546,     305      22.2217,     305       3.8653
     306     -35.9961,     306      36.5238,     306     -22.4625,     306       1.6794,     306      20.9518
     307     -36.2100,     307      14.1566,     307      11.7707,     307     -33.0321,     307      45.0072
     308     -39.6458,     308      34.9331,     308     -16.6764,     308      -5.5575,     308      26.8405
     309     -44.1620,     309      37.0274,     309     -19.9005,     309      -4.8028,     309      29.3051
     310     -41.7311,     310      51.1431,     310     -36.7811,     310      13.6224,     310      17.6491
     311     -16.1466,     311      35.4458,     311     -38.1770,     311      33.1655,     311      -9.1171
     312     -25.5283,     312      40.5203,     312     -34.3212,     312      22.2990,     312       1.3732
     313     -25.7028,     313      43.3080,     313     -42.9150,     313      29.4626,     313      -3.1406
     314     -26.4961,     314      35.5877,     314     -31.7055,     314      16.4903,     314       5.2818
     315     -33.1846,     315      36.0171,     315     -23.0135,     315       4.2279,     315      18.7074
     316     -38.4308,     316      37.6471,     316     -24.5123,     316       1.2185,     316      24.0940
     317     -29.6677,     317      45.1264,     317     -44.3872,     317      29.8420,     317       1.1614
     318     -33.6529,     318      22.8908,     318      -5.6565,     318     -14.8503,     318      30.3885
     319     -31.5825,     319      37.3510,     319     -28.0947,     319       9.4044,     319      13.1534
     320     -21.9848,     320      29.3255,     320     -22.1324,     320      10.5380,     320       7.1120
     321     -19.6274,     321      41.2664,     321     -42.2436,     321      30.7245,     321      -8.3058
     322     -18.8258,     322      26.2061,     322     -20.8234,     322      10.6441,     322       4.6313
     323     -23.6769,     323      40.2161,     323     -37.4656,     323      25.9841,     323      -2.3171
     324     -25.3194,     324      39.5056,     324     -40.0214,     324      27.2088,     324      -0.9733
     325     -17.0441,     325      33.6351,     325     -31.7667,     325      25.1977,     325      -6.6653
     326     -28.5268,     326      36.2901,     326     -30.0120,     326      13.6840,     326       9.2213
     327     -25.2213,     327      38.2800,     327     -34.6977,     327      21.2736,     327       2.2483
