#Frame      Dih_00066,#Frame      Dih_00067,#Frame      Dih_00068,#Frame      Dih_00069,#Frame      Dih_00070
      59     -56.0786,      59      61.4192,      59     -40.9371,      59      12.5262,      59      26.0236
      60     -37.8436,      60      31.8035,      60     -16.6219,      60      -4.2020,      60      27.2075
      61     -38.4432,      61      34.4918,      61     -18.5252,      61      -3.4530,      61      27.2013
      62     -32.1796,      62      36.5666,      62     -26.2043,      62       8.1283,      62      15.4216
      63     -35.2023,      63      39.0419,      63     -29.3183,      63       9.2445,      63      16.0378
      64     -21.6220,      64      31.8539,      64     -28.6565,      64      17.3040,      64       2.1124
      65     -36.7745,      65      25.3792,      65      -6.3872,      65     -15.7416,      65      35.0086
      66     -26.2208,      66      28.6568,      66     -21.5146,      66       8.4526,      66      11.3173
      67     -34.7815,      67      30.1421,      67     -14.2564,      67      -5.9674,      67      25.4482
      68     -34.4972,      68      39.1482,      68     -27.3635,      68       6.5774,      68      17.9308
      69     -32.1657,      69      24.6355,      69      -8.7414,      69      -9.6686,      69      25.1358
      70     -34.5665,      70      24.0597,      70      -3.9985,      70     -15.5547,      70      31.8684
      71     -44.2862,      71      25.9575,      71       0.1553,      71     -25.9685,      71      44.8840
      72     -26.8170,      72      12.2367,      72       5.2648,      72     -21.7105,      72      31.5211
      73     -15.6049,      73     -11.2095,      73      29.8432,      73     -40.8536,      73      36.4836
      74     -12.7978,      74      -6.0478,      74      20.1443,      74     -28.3623,      74      26.6258
      75     -30.1230,      75      29.4804,      75     -17.1280,      75      -0.0160,      75      18.2972
      76     -11.0899,      76      22.0268,      76     -21.2750,      76      16.5719,      76      -3.8324
      77     -38.8901,      77      10.1184,      77      18.4902,      77     -38.6530,      77      49.6275
      78     -43.9690,      78      31.3191,      78     -10.6804,      78     -13.7875,      78      34.3010
      79     -34.7096,      79      30.3397,      79     -14.9002,      79      -3.9579,      79      23.8896
      80     -33.8988,      80      35.9239,      80     -23.7448,      80       5.4247,      80      17.4442
      81     -32.7972,      81      39.3364,      81     -29.1371,      81       9.2291,      81      15.0399
      82     -41.1644,      82      25.0550,      82      -1.4738,      82     -23.0323,      82      40.1125
      83     -27.4455,      83      13.3230,      83       5.6081,      83     -23.5459,      83      32.4533
      84     -29.9318,      84       1.9463,      84      23.7767,      84     -41.3198,      84      48.0604
      85     -27.3354,      85      13.0194,      85       4.6112,      85     -20.7533,      85      31.3586
      86     -31.4778,      86       4.2705,      86      21.5977,      86     -41.8939,      86      47.2770
      87     -47.4260,      87      43.0039,      87     -21.5293,      87      -4.2350,      87      29.8933
      88     -44.8759,      88      46.2488,      88     -30.6110,      88       6.4392,      88      23.5479
      89     -34.5135,      89      39.8631,      89     -28.9807,      89      12.3834,      89      13.3419
      90     -38.5926,      90      36.8076,      90     -22.6080,      90       1.5083,      90      23.7931
      91     -36.3771,      91      46.1747,      91     -33.5111,      91      12.5963,      91      13.8526
      92     -49.4189,      92      39.6165,      92     -14.0434,      92     -14.2167,      92      38.2693
      93     -38.4631,      93      23.2473,      93       1.0124,      93     -25.6387,      93      42.2325
      94     -41.5169,      94      24.4177,      94      -3.1814,      94     -19.9012,      94      40.2342
      95     -45.9232,      95      29.5598,      95       0.5635,      95     -28.5925,      95      46.3640
      96     -37.3134,      96      19.5799,      96       3.0265,      96     -26.1009,      96      41.6651
      97     -23.3492,      97      -0.3155,      97      21.5432,      97     -36.8828,      97      36.1676
      98     -33.5388,      98      15.0564,      98       4.5648,      98     -23.7284,      98      36.4416
      99     -47.2064,      99      27.2288,      99       1.8305,      99     -29.0092,      99      48.6375
     100     -26.8438,     100      19.0612,     100      -3.8252,     100     -12.2244,     100      24.5709
     101     -39.9785,     101      22.9280,     101       1.3770,     101     -23.0810,     101      38.8987
     102     -48.5241,     102      32.8953,     102      -9.8840,     102     -16.6746,     102      38.8135
     103     -40.1442,     103      22.9813,     103       1.2758,     103     -24.3146,     103      39.3568
     104     -48.2795,     104      39.0629,     104     -15.6371,     104     -12.6741,     104      37.8395
     105     -37.2588,     105      21.9541,     105       0.3623,     105     -22.6965,     105      36.5162
     106     -39.6645,     106      36.0169,     106     -16.2774,     106      -7.8484,     106      30.7591
     107     -18.0993,     107      15.9072,     107      -7.6300,     107      -3.0997,     107      14.1438
     108     -18.1544,     108       0.5719,     108      14.1153,     108     -25.0026,     108      28.0458
     109     -23.5977,     109      -1.4988,     109      23.0965,     109     -37.8230,     109      38.5298
     110     -17.2386,     110      -1.6691,     110      17.3850,     110     -29.6441,     110      29.3002
     111     -24.1706,     111       4.5615,     111      16.0368,     111     -30.3589,     111      34.4831
     112     -39.7254,     112      27.8032,     112      -9.3883,     112     -12.6033,     112      33.5911
     113     -36.2590,     113      28.7630,     113     -10.2977,     113     -10.0383,     113      27.5989
     114     -35.8385,     114      44.8906,     114     -37.3327,     114      16.7535,     114      12.3406
     115     -35.9373,     115      24.4214,     115      -4.6996,     115     -15.9957,     115      34.0131
     116     -20.6498,     116       3.6478,     116      14.2427,     116     -29.0611,     116      31.7609
     117     -41.3669,     117      31.9688,     117     -10.7041,     117     -14.0794,     117      36.0777
     118     -26.5693,     118      34.9915,     118     -30.6568,     118      18.1215,     118       5.5248
     119     -40.4787,     119      37.9521,     119     -23.2401,     119       0.7371,     119      25.8675
     120     -37.0566,     120      48.5410,     120     -38.6311,     120      19.8139,     120       9.9602
     121     -20.8791,     121      38.7280,     121     -37.0056,     121      27.2674,     121      -5.1185
     122     -19.1796,     122      30.8507,     122     -30.1104,     122      21.6542,     122      -1.3046
     123     -33.5875,     123      41.0530,     123     -29.6430,     123       8.9871,     123      17.2084
     124     -26.8279,     124      30.8706,     124     -22.2743,     124       6.2403,     124      13.7253
     125     -29.6709,     125      28.6858,     125     -17.8206,     125       1.5471,     125      17.9792
     126     -30.2568,     126      17.7594,     126      -0.8429,     126     -16.6037,     126      30.7110
     127     -25.1698,     127      34.8183,     127     -30.9660,     127      17.8855,     127       4.4124
     128     -36.8605,     128      34.6388,     128     -17.7626,     128      -1.6341,     128      22.2229
     129     -39.1806,     129      39.2418,     129     -25.7351,     129       3.7878,     129      21.9660
     130     -36.9818,     130      44.4331,     130     -31.8497,     130      12.2478,     130      14.9691
     131     -17.4988,     131      31.8797,     131     -31.2377,     131      22.5951,     131      -3.5701
     132     -29.4563,     132      44.8997,     132     -37.7104,     132      23.3314,     132       4.8970
     133     -21.6189,     133      30.5119,     133     -26.3049,     133      15.1068,     133       3.7993
     134     -35.3847,     134      43.4375,     134     -32.7245,     134      14.7843,     134      12.9943
     135     -34.5013,     135      35.1439,     135     -23.9727,     135       4.3313,     135      19.7458
     136     -45.7657,     136      32.3255,     136      -7.6433,     136     -20.4568,     136      43.0021
     137     -35.9615,     137      37.4337,     137     -24.6482,     137       4.1437,     137      19.8818
     138     -40.3825,     138      32.8254,     138     -11.4668,     138     -12.1287,     138      31.7557
     139     -50.7328,     139      31.4749,     139      -6.5099,     139     -22.3399,     139      44.0922
     140     -39.0309,     140      27.5834,     140      -3.8597,     140     -19.4589,     140      35.7031
     141     -36.2669,     141      34.4441,     141     -18.2591,     141      -3.1260,     141      24.7707
     142     -39.4027,     142      31.6825,     142     -14.7099,     142      -8.3487,     142      33.1969
     143     -23.9745,     143       7.4307,     143       8.7523,     143     -22.5325,     143      28.2415
     144     -35.8183,     144      12.0587,     144      13.1566,     144     -33.0465,     144      43.3038
     145     -32.8027,     145      11.1707,     145      14.8980,     145     -38.2146,     145      44.9684
     146     -38.8943,     146      33.7288,     146     -14.8099,     146      -6.2642,     146      27.9975
     147     -35.5219,     147       9.4838,     147      18.1691,     147     -41.4974,     147      48.6118
     148     -36.4070,     148      24.6775,     148      -5.1464,     148     -16.7525,     148      37.3045
     149     -28.8736,     149       8.5844,     149      12.8376,     149     -30.1198,     149      38.7260
     150     -27.6530,     150       6.9085,     150      14.9330,     150     -30.4854,     150      38.4778
     151     -43.9638,     151      36.5059,     151     -14.7899,     151     -10.6673,     151      34.5425
     152     -49.1317,     152      35.9117,     152      -7.2284,     152     -21.7881,     152      46.1444
     153     -40.8370,     153      46.3511,     153     -32.6114,     153      10.4918,     153      18.3288
     154     -41.9245,     154      52.2977,     154     -40.0931,     154      18.4337,     154      13.5690
     155     -46.0690,     155      53.6216,     155     -38.0691,     155      12.0925,     155      21.4905
     156     -38.9024,     156      48.4369,     156     -37.4029,     156      16.6354,     156      12.8994
     157     -37.6242,     157      46.8199,     157     -37.9956,     157      16.2243,     157      12.9800
     158     -32.6879,     158      38.9154,     158     -27.0836,     158      10.4634,     158      12.3650
     159     -51.8302,     159      55.8133,     159     -37.8037,     159      12.7260,     159      22.8476
     160     -43.3860,     160      50.1977,     160     -35.2722,     160      10.6580,     160      22.0443
     161     -44.2076,     161      47.4153,     161     -33.2195,     161       8.9942,     161      21.8388
     162     -44.5724,     162      47.0746,     162     -30.9467,     162       5.2545,     162      24.8262
     163     -27.9280,     163      38.7644,     163     -32.1679,     163      18.1055,     163       4.3985
     164     -40.9596,     164      44.2512,     164     -29.7589,     164       5.0153,     164      23.1653
     165     -36.3700,     165      47.2471,     165     -38.0021,     165      21.3907,     165       9.5914
     166     -39.0493,     166      44.7333,     166     -34.7532,     166      14.9160,     166      15.2440
     167     -39.7099,     167      42.1662,     167     -30.3603,     167      10.0258,     167      18.5102
     168     -36.5018,     168      44.6623,     168     -30.8136,     168      11.6537,     168      14.7868
     169     -26.8665,     169      39.8169,     169     -33.7028,     169      19.5256,     169       5.3437
     170     -42.5527,     170      51.2500,     170     -40.0924,     170      17.1595,     170      16.2104
     171     -32.9542,     171      42.8053,     171     -33.4696,     171      14.4314,     171      10.9491
     172     -20.8640,     172      29.8600,     172     -25.9184,     172      15.5621,     172       2.9317
     173     -32.2641,     173      27.8982,     173     -15.1060,     173      -3.1370,     173      22.3163
     174     -32.7150,     174      40.7381,     174     -32.6746,     174      15.7225,     174       9.8179
     175     -36.0197,     175      24.1457,     175      -4.8750,     175     -15.2861,     175      31.9350
     176     -47.5186,     176      36.8000,     176     -13.8180,     176     -13.1202,     176      36.7261
     177     -32.6003,     177      33.4213,     177     -22.7675,     177       4.4325,     177      18.0118
     178     -31.7601,     178      17.0373,     178       0.8705,     178     -19.6701,     178      32.4129
     179     -17.4447,     179      -1.4665,     179      17.6225,     179     -27.3227,     179      29.3035
     180     -39.4794,     180      20.5419,     180       3.7120,     180     -26.7127,     180      41.5726
     181     -30.3757,     181      36.7656,     181     -28.0921,     181      11.3922,     181      12.0684
     182     -32.0319,     182      35.1793,     182     -26.2233,     182       8.3720,     182      14.7603
     183     -28.2782,     183      31.2851,     183     -20.9379,     183       4.7642,     183      15.0485
     184     -23.5346,     184      35.5054,     184     -32.9969,     184      20.9888,     184       1.7804
     185     -28.7604,     185      32.1448,     185     -23.6154,     185       7.8795,     185      13.2483
     186     -26.1793,     186      39.7059,     186     -39.3435,     186      22.0378,     186       2.4113
     187     -43.1765,     187      30.0983,     187      -9.4336,     187     -13.7743,     187      33.4675
     188     -40.3711,     188      35.3242,     188     -17.5265,     188      -5.2887,     188      28.1789
     189     -31.4793,     189      35.2356,     189     -26.2645,     189       7.2482,     189      14.8000
     190     -38.2282,     190      42.2315,     190     -34.2601,     190      12.7350,     190      15.9258
     191     -36.1233,     191      41.5823,     191     -28.8132,     191      10.3941,     191      15.2182
     192     -22.8415,     192      24.4282,     192     -15.6417,     192       1.8833,     192      13.1696
     193     -27.6272,     193      22.4522,     193      -8.3787,     193      -8.0846,     193      22.0518
     194     -27.2429,     194      28.8328,     194     -18.8158,     194       3.8870,     194      14.6739
     195     -39.0641,     195      39.2185,     195     -23.4949,     195       1.5111,     195      23.6848
     196     -45.5400,     196      43.7704,     196     -27.0641,     196       0.3118,     196      30.3742
     197     -43.2291,     197      34.5416,     197     -13.4678,     197     -11.4836,     197      34.9791
     198     -40.7394,     198      38.1191,     198     -23.6921,     198       1.5179,     198      25.0827
     199     -36.7091,     199      25.4001,     199      -4.1201,     199     -18.0652,     199      33.6397
     200     -27.5052,     200      16.2722,     200       1.0733,     200     -18.2686,     200      29.2486
     201     -34.0968,     201      37.4830,     201     -25.6700,     201       7.7195,     201      15.9218
     202     -48.3912,     202      29.1925,     202      -4.5413,     202     -22.9411,     202      46.3526
     203     -39.8236,     203      46.4529,     203     -34.4656,     203      12.2056,     203      16.4907
     204     -37.7856,     204      22.8474,     204      -1.2055,     204     -20.5052,     204      37.4695
     205     -42.1576,     205      40.3274,     205     -23.4979,     205      -2.3197,     205      27.4896
     206     -35.1811,     206      35.4185,     206     -21.2344,     206       1.5742,     206      21.3716
     207     -37.8691,     207      43.4755,     207     -30.6035,     207       8.8849,     207      17.6615
     208     -26.5571,     208      34.1282,     208     -27.2398,     208      13.0402,     208       8.0676
     209     -37.8368,     209      41.7335,     209     -28.3129,     209       6.7052,     209      19.1296
     210     -16.7333,     210      30.3946,     210     -31.1052,     210      24.0960,     210      -3.8508
     211     -26.2873,     211      35.6947,     211     -31.5024,     211      18.4714,     211       4.9693
     212     -25.9465,     212      40.1666,     212     -35.3857,     212      23.1133,     212       2.0502
     213     -37.4089,     213      44.8352,     213     -34.3410,     213      12.7792,     213      16.2862
     214     -19.5210,     214      31.7302,     214     -29.0510,     214      19.3132,     214       0.2846
     215     -25.9300,     215      36.5784,     215     -33.9141,     215      20.6643,     215       2.8922
     216     -14.4184,     216      24.4915,     216     -23.2857,     216      14.6837,     216      -0.0079
     217     -23.1766,     217      37.8618,     217     -35.5992,     217      22.3033,     217       0.2464
     218     -38.2013,     218      41.0546,     218     -28.7439,     218       8.5595,     218      18.1053
     219     -51.5335,     219      35.8330,     219      -5.8613,     219     -24.8862,     219      49.9871
     220     -46.7109,     220      29.8977,     220      -3.6906,     220     -22.5822,     220      46.4982
     221     -36.1274,     221      31.7931,     221     -13.7078,     221      -6.9098,     221      28.5680
     222     -48.9880,     222      52.2503,     222     -34.3555,     222       5.6003,     222      28.1881
     223     -37.1769,     223      29.6814,     223     -11.4338,     223     -10.0627,     223      30.0060
     224     -35.2445,     224      29.1531,     224     -13.4153,     224      -5.4082,     224      24.9351
     225     -29.0023,     225      23.4177,     225      -8.5210,     225      -8.9304,     225      25.4470
     226     -23.5765,     226      36.0564,     226     -30.7205,     226      20.1512,     226       1.5906
     227     -40.5944,     227      38.0217,     227     -22.4207,     227      -0.4979,     227      25.3754
     228     -38.9484,     228      16.4958,     228       8.0259,     228     -31.4810,     228      42.4137
     229     -16.7695,     229       7.7922,     229       3.0943,     229     -13.0596,     229      18.6966
     230     -36.3642,     230      14.7830,     230      10.0005,     230     -33.8289,     230      46.5140
     231     -38.8815,     231      25.5503,     231      -4.8419,     231     -16.7780,     231      35.5228
     232     -35.7171,     232      15.1456,     232       9.6801,     232     -32.5829,     232      43.2358
     233     -41.8959,     233      32.2556,     233     -11.8888,     233     -13.5364,     233      36.1655
     234     -34.6027,     234      27.7615,     234      -9.9289,     234     -10.8898,     234      28.9263
     235     -26.4770,     235      31.1682,     235     -24.3684,     235      10.0448,     235       9.3273
     236     -15.7700,     236      26.5000,     236     -26.1863,     236      18.0645,     236      -1.6562
     237     -32.2587,     237      17.8530,     237       2.7529,     237     -21.7380,     237      36.4225
     238     -29.2647,     238      35.2856,     238     -25.0587,     238       9.9973,     238      10.8037
     239     -26.8185,     239      35.0145,     239     -30.2593,     239      13.7619,     239       7.3603
     240     -23.5927,     240      31.8677,     240     -26.5887,     240      15.3277,     240       4.8231
     241     -27.6754,     241      30.1911,     241     -21.1856,     241       5.2861,     241      14.7906
     242     -37.9693,     242      43.9507,     242     -31.8528,     242      10.1033,     242      18.5850
     243     -30.6239,     243      41.0754,     243     -34.7312,     243      19.2169,     243       6.3284
     244     -38.8407,     244      34.3218,     244     -16.5203,     244      -5.0347,     244      27.1856
     245     -41.9885,     245      27.0783,     245      -2.9029,     245     -22.3381,     245      40.5829
     246     -43.8775,     246      30.5532,     246      -6.6635,     246     -18.6122,     246      39.6762
     247     -35.7036,     247      39.4028,     247     -28.6839,     247       9.5522,     247      16.0335
     248     -35.3971,     248      25.2720,     248      -7.4396,     248     -12.2945,     248      29.1775
     249     -35.5917,     249      40.4727,     249     -30.4061,     249      11.3379,     249      14.7030
     250     -35.0500,     250      39.5545,     250     -27.5341,     250       6.7049,     250      17.3122
     251     -21.9289,     251      34.6006,     251     -32.3543,     251      21.6117,     251      -0.1029
     252     -19.7306,     252      34.5689,     252     -34.8020,     252      22.9910,     252      -2.7107
     253     -22.9154,     253      41.6627,     253     -45.2186,     253      33.5052,     253      -6.4970
     254     -31.4358,     254      33.7001,     254     -21.6097,     254       4.4425,     254      16.8657
     255     -18.1704,     255      28.4205,     255     -26.8620,     255      17.8430,     255      -0.2971
     256     -19.5685,     256      26.1840,     256     -22.1030,     256      11.6847,     256       4.8636
     257     -36.0524,     257      43.4736,     257     -34.8549,     257      15.8530,     257      14.1284
     258     -29.9794,     258      35.2278,     258     -27.1063,     258       9.6768,     258      13.8467
     259     -35.6308,     259      46.8816,     259     -38.2965,     259      17.8951,     259      11.2018
     260     -41.3075,     260      37.5145,     260     -20.4381,     260      -2.7345,     260      27.7223
     261     -25.1896,     261      36.3163,     261     -34.4897,     261      21.1152,     261       2.2125
     262     -24.1679,     262      30.6435,     262     -26.3151,     262      13.4326,     262       6.4638
     263     -44.2170,     263      46.8141,     263     -34.0401,     263       7.2820,     263      25.3877
     264     -43.7949,     264      50.2957,     264     -37.5768,     264      11.1902,     264      21.3191
     265     -28.3412,     265      40.6254,     265     -39.4666,     265      25.5887,     265       0.6752
     266     -35.1583,     266      47.5622,     266     -39.0347,     266      19.4634,     266       9.2106
     267     -27.6112,     267      44.7694,     267     -41.6501,     267      28.7189,     267      -0.1657
     268     -34.3694,     268      30.7450,     268     -17.5988,     268      -2.0049,     268      22.8091
     269     -40.4795,     269      40.4557,     269     -24.0048,     269      -0.7316,     269      27.7997
     270     -31.1725,     270      19.7387,     270      -2.8337,     270     -15.0712,     270      29.2182
     271     -31.6618,     271       8.4156,     271      15.5882,     271     -33.2386,     271      43.6359
     272     -25.9099,     272       9.8087,     272       7.5202,     272     -21.6055,     272      31.6789
     273     -20.5915,     273       5.8530,     273       9.2790,     273     -22.2535,     273      26.7665
     274     -36.9191,     274      17.1168,     274       6.8330,     274     -28.8375,     274      42.5282
     275     -26.6116,     275      13.6490,     275       2.8283,     275     -19.2893,     275      28.9619
     276     -34.8111,     276      25.4250,     276      -6.3437,     276     -14.6853,     276      32.2443
     277     -36.1799,     277      26.5519,     277      -7.3791,     277     -15.5141,     277      34.8891
     278     -36.1467,     278      20.5604,     278       1.2306,     278     -22.7436,     278      39.1265
     279     -26.6733,     279      22.6296,     279     -11.9573,     279      -3.6016,     279      18.9840
     280     -36.4232,     280      43.9924,     280     -33.6756,     280      14.7252,     280      12.9684
     281     -13.9532,     281      32.4567,     281     -36.0834,     281      28.6300,     281     -10.1459
     282      -6.0277,     282      23.4503,     282     -28.9849,     282      28.4698,     282     -14.1466
     283     -46.9602,     283      48.2229,     283     -32.6507,     283       7.0678,     283      24.5095
     284     -30.4320,     284      36.4513,     284     -28.8473,     284      12.4325,     284      10.8808
     285       2.8436,     285      17.3908,     285     -29.1948,     285      31.1429,     285     -22.5574
     286     -40.9263,     286      35.6585,     286     -20.5354,     286      -2.1028,     286      27.2074
     287     -19.4402,     287      29.1348,     287     -24.1443,     287      15.3258,     287       2.6772
     288     -18.7775,     288      27.6175,     288     -26.0574,     288      15.9860,     288       0.9331
     289     -22.7995,     289      31.4936,     289     -27.6155,     289      16.5040,     289       4.0657
     290     -26.9695,     290      40.0319,     290     -32.3833,     290      18.5483,     290       5.1189
     291     -40.2591,     291      40.5634,     291     -26.5415,     291       5.9330,     291      20.1931
     292     -26.9462,     292      35.0169,     292     -26.3666,     292      11.4901,     292       9.1968
     293     -22.3832,     293      27.7094,     293     -22.6935,     293      11.2924,     293       6.9925
     294     -33.0704,     294      32.4991,     294     -19.7537,     294       2.4500,     294      18.8545
     295     -19.9438,     295      33.2952,     295     -30.9746,     295      20.8017,     295      -1.3982
     296     -10.7561,     296      17.0019,     296     -15.7649,     296      10.1196,     296       0.0784
     297     -28.4426,     297      44.7153,     297     -44.7864,     297      29.1478,     297      -0.0252
     298     -21.9849,     298      34.2816,     298     -30.4406,     298      18.9072,     298       1.6518
     299     -24.3480,     299      40.0114,     299     -35.9641,     299      24.3881,     299      -0.5794
     300     -30.1954,     300      37.8136,     300     -30.3280,     300      13.3839,     300       9.3938
     301      -9.7257,     301      24.7910,     301     -29.5399,     301      25.9902,     301     -11.1431
     302     -23.4891,     302      41.1984,     302     -39.3312,     302      27.1153,     302      -3.2228
     303     -17.9130,     303      27.6886,     303     -25.2117,     303      16.1649,     303       0.6183
     304     -23.8612,     304      32.3458,     304     -26.9345,     304      13.9376,     304       5.5632
     305     -12.5947,     305      23.5995,     305     -23.8311,     305      16.2076,     305      -3.2665
     306     -37.2771,     306      43.8433,     306     -32.8314,     306      13.8011,     306      14.6845
     307     -18.5315,     307      36.1212,     307     -38.4559,     307      30.9721,     307      -8.6212
     308     -30.1797,     308      40.0245,     308     -34.3191,     308      18.3228,     308       7.4878
     309     -26.0962,     309      33.5625,     309     -25.0073,     309      10.8796,     309       9.4363
     310     -29.0399,     310      36.9498,     310     -31.1872,     310      14.7966,     310       8.7165
     311     -23.4399,     311      36.7815,     311     -35.2592,     311      22.1783,     311       0.1768
     312     -28.1677,     312      41.1923,     312     -34.5170,     312      19.0245,     312       5.6868
     313     -27.3255,     313      38.5189,     313     -31.5719,     313      16.0490,     313       6.9606
     314     -34.1653,     314      42.2378,     314     -34.9622,     314      18.9319,     314       9.4945
     315     -27.7565,     315      40.9196,     315     -39.9959,     315      24.9722,     315       2.3679
     316     -33.5117,     316      43.0059,     316     -35.8683,     316      19.1194,     316       7.7739
     317     -29.6628,     317      41.9509,     317     -39.5272,     317      23.8974,     317       3.3184
     318     -24.3066,     318      36.9012,     318     -36.2241,     318      22.5653,     318       1.2121
     319     -37.8979,     319      43.1671,     319     -33.0229,     319      14.2011,     319      15.2054
     320     -31.6054,     320      39.9317,     320     -31.2341,     320      14.2419,     320      10.5534
     321     -40.8186,     321      32.5617,     321     -12.3116,     321     -11.2265,     321      34.1106
     322     -19.1650,     322      25.2170,     322     -20.2474,     322      10.4243,     322       5.3208
     323     -31.2319,     323      37.0384,     323     -27.8500,     323       9.4754,     323      14.0085
     324     -37.7804,     324      41.4249,     324     -27.1398,     324       4.8834,     324      22.3061
     325     -23.5165,     325      32.5080,     325     -27.0812,     325      13.8168,     325       7.1552
     326     -28.8606,     326      35.8944,     326     -32.7300,     326      17.4565,     326       7.2420
     327     -37.4832,     327      39.9972,     327     -25.3995,     327       3.1635,     327      22.0197
