#Frame      Dih_00086,#Frame      Dih_00087,#Frame      Dih_00088,#Frame      Dih_00089,#Frame      Dih_00090
     173      22.6487,     173     -34.9903,     173      33.8267,     173     -20.7617,     173      -0.6027
     174      31.2703,     174     -33.2990,     174      25.1332,     174      -8.0068,     174     -14.6574
     175      41.7326,     175     -41.7197,     175      26.3965,     175      -2.5153,     175     -25.3928
     176       2.9922,     176     -16.1284,     176      22.4104,     176     -20.1174,     176      11.3053
     177      22.3661,     177     -36.8813,     177      36.2357,     177     -24.6424,     177       1.9853
     178      35.3520,     178     -41.8334,     178      31.0907,     178     -11.4126,     178     -14.0650
     179      19.7893,     179     -36.1604,     179      36.1225,     179     -25.2519,     179       3.4695
     180       6.8834,     180     -26.5749,     180      32.8832,     180     -30.6463,     180      14.2893
     181      12.2715,     181     -30.9942,     181      37.9778,     181     -31.8534,     181      12.0029
     182      20.4961,     182     -32.4392,     182      30.9098,     182     -22.5914,     182       1.3508
     183      -2.6445,     183     -19.8775,     183      33.6862,     183     -34.8352,     183      24.4371
     184       6.8579,     184     -29.3327,     184      35.3802,     184     -34.8135,     184      18.9980
     185       3.5710,     185     -26.4465,     185      36.5082,     185     -36.4668,     185      20.6180
     186       5.6611,     186     -26.5160,     186      36.5776,     186     -35.9777,     186      18.5565
     187      -5.8230,     187     -26.1992,     187      44.9724,     187     -50.7972,     187      35.8161
     188       5.5968,     188     -30.5294,     188      41.5839,     188     -38.4410,     188      21.4372
     189       8.7398,     189     -29.0365,     189      36.6017,     189     -33.3514,     189      15.8907
     190       2.9811,     190     -25.2805,     190      33.3650,     190     -34.6906,     190      21.0971
     191      10.5139,     191     -31.5293,     191      38.0787,     191     -34.6102,     191      15.1624
     192       4.9605,     192     -23.6595,     192      31.3110,     192     -29.9199,     192      16.0692
     193       5.0811,     193     -32.1204,     193      43.1034,     193     -41.0179,     193      23.9332
     194       1.2826,     194     -25.0125,     194      38.3144,     194     -39.5131,     194      23.9253
     195      13.1746,     195     -35.4033,     195      42.3581,     195     -38.0246,     195      16.6057
     196      16.3690,     196     -36.4126,     196      39.7608,     196     -34.6516,     196      11.9910
     197       0.7938,     197     -25.7453,     197      38.7949,     197     -38.1955,     197      23.7399
     198       7.5860,     198     -30.3130,     198      38.1397,     198     -36.7229,     198      18.8133
     199      -3.1573,     199     -22.7234,     199      38.9763,     199     -40.5687,     199      28.4730
     200      13.2965,     200     -36.3575,     200      44.8568,     200     -37.9803,     200      15.5080
     201      15.0879,     201     -25.9594,     201      22.8292,     201     -17.0986,     201       1.8918
     202      27.6282,     202     -34.7616,     202      26.2794,     202     -10.5801,     202     -10.7288
     203      17.4026,     203     -31.8852,     203      31.5964,     203     -23.6018,     203       3.9063
     204      22.6289,     204     -35.2461,     204      34.9762,     204     -22.9574,     204       1.1900
     205      23.1168,     205     -33.2514,     205      30.2070,     205     -17.5268,     205      -3.9935
     206      19.7902,     206     -29.9909,     206      28.9882,     206     -18.7931,     206      -0.8558
     207      25.7836,     207     -41.6941,     207      41.2792,     207     -26.6786,     207       0.7885
     208      21.0041,     208     -35.2930,     208      35.2763,     208     -21.8568,     208       0.6332
     209      28.9280,     209     -46.8598,     209      43.8215,     209     -27.4818,     209      -0.8733
     210      18.2581,     210     -32.9756,     210      37.2065,     210     -27.4202,     210       5.4291
     211      29.6047,     211     -40.1532,     211      35.0754,     211     -17.9887,     211      -7.4252
     212      25.6869,     212     -38.8037,     212      33.9924,     212     -21.6002,     212      -3.7280
     213      20.0559,     213     -28.6646,     213      26.6660,     213     -16.0952,     213      -2.3020
     214       2.4853,     214     -25.5692,     214      38.2584,     214     -36.8034,     214      21.8302
     215       1.4127,     215     -22.4277,     215      32.0745,     215     -32.6018,     215      20.6273
     216       0.5922,     216     -28.9159,     216      42.7681,     216     -42.4773,     216      27.8675
     217      14.8381,     217     -36.5188,     217      41.7036,     217     -35.1705,     217      13.5692
     218       5.0056,     218     -29.3600,     218      40.2751,     218     -36.4911,     218      21.3518
     219      -1.4884,     219     -25.8629,     219      40.5559,     219     -43.8363,     219      28.7539
     220       1.7881,     220     -26.5439,     220      38.4611,     220     -40.3345,     220      23.7962
     221      32.9216,     221     -41.5747,     221      33.3106,     221     -14.3932,     221     -11.5814
     222      15.1819,     222     -32.6329,     222      36.5102,     222     -28.9099,     222       8.9547
     223      26.9498,     223     -36.1780,     223      30.3919,     223     -15.1985,     223      -7.4580
     224      28.3627,     224     -34.5286,     224      29.4048,     224     -15.2931,     224      -7.7608
     225      15.2604,     225     -26.9611,     225      25.8613,     225     -19.0820,     225       2.3931
     226      21.8060,     226     -38.5000,     226      38.5735,     226     -25.7740,     226       2.4921
     227      33.1362,     227     -43.8652,     227      36.3024,     227     -20.5310,     227      -6.2150
     228       9.7252,     228     -21.8233,     228      24.0539,     228     -18.3622,     228       5.8290
     229      35.2802,     229     -42.7361,     229      33.2466,     229     -13.4641,     229     -12.7983
     230      31.6024,     230     -42.2672,     230      36.3170,     230     -20.1583,     230      -6.1652
     231      24.8035,     231     -36.9256,     231      31.9333,     231     -17.7157,     231      -3.4180
     232      22.6734,     232     -26.8672,     232      19.9142,     232      -7.3326,     232      -9.7505
     233      16.1277,     233     -28.9616,     233      29.4667,     233     -21.7815,     233       3.8372
     234      25.7543,     234     -36.4722,     234      33.1740,     234     -19.8798,     234      -3.4660
     235      20.5228,     235     -25.1372,     235      21.4637,     235     -10.5050,     235      -5.7791
     236       9.3637,     236     -29.2242,     236      35.1927,     236     -33.0019,     236      15.9909
     237      28.3486,     237     -44.6977,     237      44.1276,     237     -28.4918,     237      -0.7707
     238      21.6860,     238     -36.5349,     238      36.9290,     238     -25.6779,     238       2.9633
     239       2.8889,     239     -22.9431,     239      32.6295,     239     -32.8287,     239      18.6839
     240      32.5587,     240     -38.6442,     240      29.9416,     240     -12.7381,     240     -11.9282
     241      18.8241,     241     -37.5194,     241      41.2762,     241     -31.0290,     241       7.5406
     242      26.1997,     242     -41.8203,     242      44.2903,     242     -29.9226,     242       2.9272
     243      -1.2105,     243     -27.4731,     243      44.0496,     243     -44.1084,     243      28.9323
     244      17.8763,     244     -28.7849,     244      29.5369,     244     -20.7007,     244       1.8945
     245      37.6424,     245     -43.0160,     245      31.6065,     245     -11.3158,     245     -16.3260
     246      27.1714,     246     -46.2728,     246      45.4561,     246     -30.9638,     246       2.3521
     247      12.5352,     247     -35.1923,     247      38.7585,     247     -34.0385,     247      14.4670
     248      32.0838,     248     -42.5773,     248      35.8489,     248     -17.3610,     248     -10.0480
     249      19.9077,     249     -39.0639,     249      45.3494,     249     -33.7522,     249       8.4712
     250      26.6588,     250     -38.6430,     250      34.0469,     250     -18.7143,     250      -4.7932
     251      33.0482,     251     -36.8100,     251      28.0253,     251      -7.8660,     251     -16.5374
     252      11.5283,     252     -30.6736,     252      33.9033,     252     -30.5580,     252      11.9993
     253      22.5129,     253     -30.4061,     253      26.1760,     253     -15.1319,     253      -3.6220
     254       8.2878,     254     -28.3884,     254      36.4476,     254     -33.9987,     254      16.2785
     255      28.1702,     255     -42.6554,     255      36.7316,     255     -22.2344,     255      -3.4783
     256      35.6411,     256     -35.5249,     256      22.9893,     256      -1.2777,     256     -22.9893
     257      23.8490,     257     -33.1891,     257      29.8116,     257     -18.4097,     257      -2.7048
     258      29.7086,     258     -39.8350,     258      33.5942,     258     -16.3824,     258      -8.7870
     259      25.7739,     259     -37.4218,     259      37.3387,     259     -20.3148,     259      -4.0717
     260      21.1480,     260     -32.6427,     260      31.9984,     260     -19.8665,     260      -0.5875
     261      21.4836,     261     -31.8443,     261      30.1298,     261     -20.1785,     261      -0.3875
     262      24.8926,     262     -38.6661,     262      34.6801,     262     -20.8652,     262      -2.4869
     263      24.1498,     263     -37.3758,     263      33.9897,     263     -20.9914,     263      -1.9998
     264      31.7410,     264     -39.3239,     264      31.2437,     264     -14.0987,     264     -10.0582
     265      28.7275,     265     -38.1705,     265      33.9465,     265     -18.5469,     265      -6.5627
     266      -0.9575,     266     -22.4608,     266      34.7119,     266     -35.6028,     266      23.4800
     267      18.3074,     267     -32.4461,     267      35.9331,     267     -26.4033,     267       4.8183
     268      16.7315,     268     -25.5822,     268      28.9271,     268     -19.9345,     268       0.9642
     269       5.9247,     269     -28.0035,     269      35.9665,     269     -36.6827,     269      19.9646
     270      12.6851,     270     -31.2129,     270      35.9511,     270     -29.0318,     270       9.9526
     271      22.8062,     271     -32.7118,     271      29.8106,     271     -16.8503,     271      -3.3052
     272      18.6072,     272     -34.0114,     272      36.2462,     272     -26.5970,     272       5.1046
     273      24.6527,     273     -35.4873,     273      32.2293,     273     -16.9891,     273      -5.0061
     274      27.2659,     274     -37.2725,     274      34.9096,     274     -20.2838,     274      -3.9448
     275      10.8660,     275     -35.4969,     275      43.9534,     275     -38.9066,     275      17.6235
     276      13.4290,     276     -34.6920,     276      38.8551,     276     -33.8505,     276      13.1638
     277       8.9247,     277     -27.9799,     277      32.5019,     277     -29.3806,     277      13.0160
     278      27.8569,     278     -37.3625,     278      34.7314,     278     -19.3233,     278      -4.5677
     279      18.3833,     279     -36.0525,     279      39.1560,     279     -28.5397,     279       6.7419
     280      18.4418,     280     -37.2039,     280      40.2081,     280     -30.0725,     280       8.0952
     281      16.2454,     281     -34.5558,     281      36.0367,     281     -27.0244,     281       6.2372
     282      17.8569,     282     -33.1271,     282      33.4450,     282     -25.0239,     282       4.5580
     283      31.8333,     283     -34.3099,     283      26.6040,     283      -8.1486,     283     -15.9753
     284      32.0438,     284     -37.6534,     284      29.7254,     284     -10.2333,     284     -14.3083
     285       3.9940,     285     -23.5472,     285      31.7087,     285     -31.6651,     285      17.2906
     286      24.0091,     286     -29.5883,     286      25.5284,     286     -12.1886,     286      -8.1219
     287      13.0281,     287     -30.1745,     287      34.0923,     287     -28.7672,     287      10.3415
     288      25.9276,     288     -33.4739,     288      29.4244,     288     -15.3751,     288      -6.2748
     289      15.5164,     289     -33.9308,     289      39.8263,     289     -30.2755,     289       9.8771
     290      21.0088,     290     -41.2355,     290      40.9671,     290     -30.1204,     290       7.0001
     291      18.1361,     291     -32.5748,     291      35.2895,     291     -24.8900,     291       3.9609
     292      13.9257,     292     -31.3635,     292      33.7883,     292     -27.6541,     292       8.6369
     293      25.2275,     293     -34.7461,     293      31.0363,     293     -18.3753,     293      -3.6361
     294      29.7166,     294     -37.1879,     294      33.0334,     294     -17.3686,     294      -8.3698
     295      14.6255,     295     -33.4906,     295      37.0555,     295     -31.5030,     295      11.2743
     296      35.2400,     296     -38.8546,     296      28.5771,     296      -8.2781,     296     -17.4559
     297      11.4827,     297     -25.8986,     297      29.9996,     297     -23.1674,     297       7.9645
     298      16.9164,     298     -36.4609,     298      41.9082,     298     -33.3379,     298       9.5194
     299      11.6401,     299     -29.4218,     299      35.1014,     299     -29.5997,     299      11.4871
     300      32.1283,     300     -33.7367,     300      22.6404,     300      -4.6083,     300     -17.2878
     301      12.1118,     301     -34.2722,     301      38.3178,     301     -36.0216,     301      15.3766
     302      -5.2902,     302     -11.6011,     302      22.3915,     302     -25.3706,     302      19.4183
     303      22.7914,     303     -34.4825,     303      31.6765,     303     -20.9033,     303      -1.0830
     304      33.6254,     304     -38.9002,     304      29.2741,     304     -11.0469,     304     -14.3528
     305      11.2503,     305     -32.6066,     305      42.1345,     305     -36.6754,     305      15.9909
     306      17.7830,     306     -36.1162,     306      38.9306,     306     -29.7566,     306       8.2366
     307      21.1419,     307     -38.5481,     307      38.5451,     307     -26.6926,     307       2.9343
     308      22.9215,     308     -30.2966,     308      26.3673,     308     -13.1711,     308      -6.8737
     309      26.0486,     309     -33.6019,     309      27.9512,     309     -14.2456,     309      -7.7012
     310      20.3053,     310     -29.8389,     310      27.4673,     310     -15.3004,     310      -3.4116
     311       7.2405,     311     -28.1774,     311      36.1683,     311     -32.1701,     311      15.7468
     312      10.5590,     312     -29.1546,     312      31.9193,     312     -27.9977,     312      12.2836
     313      34.3156,     313     -46.9198,     313      38.0190,     313     -20.9960,     313      -8.2971
     314      10.5654,     314     -30.8106,     314      37.3117,     314     -34.3340,     314      14.5082
     315      21.9665,     315     -41.1714,     315      40.1773,     315     -26.8491,     315       4.1933
     316       6.1066,     316     -29.4398,     316      39.0118,     316     -33.8025,     316      19.0714
     317       4.0104,     317     -25.9406,     317      37.7954,     317     -36.6013,     317      20.6398
     318       6.8269,     318     -29.4168,     318      37.0357,     318     -35.4554,     318      18.0004
     319       6.1763,     319     -22.8470,     319      30.0814,     319     -28.2958,     319      13.8866
     320      20.0616,     320     -26.5827,     320      21.2361,     320     -10.3019,     320      -6.6079
     321      11.0149,     321     -30.3106,     321      36.4105,     321     -31.6787,     321      12.4116
     322       7.6301,     322     -26.3924,     322      33.4709,     322     -28.8896,     322      15.1170
     323       5.0711,     323     -23.3216,     323      31.9689,     323     -29.9974,     323      16.0861
     324      39.6215,     324     -46.9294,     324      39.3628,     324     -18.4950,     324     -13.4642
     325      40.5228,     325     -42.6100,     325      30.8000,     325      -6.2638,     325     -22.6000
     326      10.5064,     326     -32.5741,     326      39.4854,     326     -35.9526,     326      15.8166
