#Frame      Dih_00146 Dih_00147 Dih_00148 Dih_00149 Dih_00150
     322     -30.9311 46.7809 -43.6885 28.6263 0.7294
     323     -23.0822 45.0094 -47.0687 34.9533 -7.9426
     324     -20.8308 34.2466 -37.1183 25.8766 -3.9010
     325     -30.4312 46.3204 -41.0214 26.0964 2.3632
     326     -12.1825 30.6157 -32.5429 29.2549 -11.9472
     327     -23.0187 34.7619 -33.0601 22.5016 0.5006
     328     -20.6179 33.7952 -32.8603 21.6170 -0.3644
     329     -22.8465 43.5483 -44.8432 36.8854 -9.2838
     330     -33.6274 44.1069 -35.5270 18.6650 8.6095
     331     -26.4079 39.1929 -36.5778 21.3277 2.5033
     332     -20.2106 37.0075 -37.8351 28.5942 -5.7817
     333     -24.6978 37.0437 -33.4891 20.6824 1.5565
     334     -32.0455 45.3125 -37.1274 21.3111 5.9098
     335     -16.5538 33.0839 -36.6645 28.6130 -7.5255
     336     -20.4433 34.8064 -33.0303 21.4028 -1.3437
     337      -6.1651 26.9066 -36.6761 35.8681 -17.9803
     338     -28.3828 38.2213 -35.4352 20.4306 5.1775
     339     -19.8727 35.0937 -36.4268 25.3602 -3.6049
     340     -19.0918 31.2740 -29.9394 20.0874 -0.8332
     341     -44.9070 44.3519 -29.1736 3.6533 26.7585
     342      -3.1764 22.8894 -33.3272 31.6745 -18.9379
     343     -21.7281 36.5278 -33.7484 22.6788 -0.5621
     344     -21.4665 35.4701 -30.3189 18.4358 2.0248
     345     -10.0185 23.3222 -24.8677 20.0130 -7.1767
     346      -9.2454 30.2278 -38.5243 33.1783 -16.3836
     347      -7.1784 26.3544 -34.1205 32.2183 -16.5749
     348     -25.4636 34.9268 -30.2512 18.0827 4.6355
     349     -23.6064 32.3682 -27.0043 15.5294 5.8724
     350     -26.8724 32.9487 -24.7113 11.0444 10.5858
     351     -16.3061 34.4743 -37.4249 30.8957 -8.9367
     352      -6.6460 27.6228 -35.6456 33.0716 -17.1239
     353     -31.8547 37.1759 -29.4901 10.3092 14.5032
     354     -28.4992 37.1842 -32.4264 16.2553 7.6129
     355     -23.2324 34.2696 -32.0811 20.2199 1.5810
     356     -40.6625 40.6515 -27.3125 5.8916 21.4124
     357      -8.2101 25.3846 -30.2871 27.6193 -11.9742
     358       5.1553 18.8464 -32.0695 36.2381 -27.0606
     359     -10.6768 22.4963 -26.0043 20.9131 -6.1440
     360     -16.1768 24.3632 -21.5336 12.2119 2.0635
     361     -23.2523 36.6457 -34.4849 20.9963 1.5117
     362     -15.3941 30.1298 -30.5313 21.5879 -4.8383
     363       3.7113 21.6184 -35.2140 40.6528 -29.2301
     364     -28.6823 42.0235 -40.3916 27.7273 0.4824
     365     -24.7315 34.7081 -29.9689 16.4607 4.7796
     366     -16.5291 27.0230 -24.9026 16.7570 -0.5086
     367     -22.4560 40.9161 -39.6550 27.5676 -3.9999
     368      -9.2940 28.9910 -35.3172 32.1818 -14.4486
     369     -15.3760 29.9333 -31.7900 22.3653 -4.0128
     370     -40.6564 45.8620 -32.1944 6.5611 21.8709
     371     -35.0880 46.9416 -38.2665 19.1636 10.8975
     372     -13.4290 30.0705 -33.5789 25.0485 -7.8488
     373     -33.7588 46.3596 -38.4165 19.5854 9.1781
     374     -23.3755 38.8620 -39.1478 26.5196 -2.3576
     375     -26.0852 41.4842 -39.1812 24.3785 0.5570
     376     -27.4111 36.2695 -29.1575 15.5461 7.0282
     377     -15.7496 29.9270 -30.0678 21.9565 -4.5201
     378     -34.3932 32.7541 -19.3702 -0.0564 20.5345
     379     -29.5075 36.9921 -28.4365 12.3678 10.6165
     380     -25.7739 41.6615 -39.9309 27.2196 -1.0015
     381     -28.6882 27.7811 -15.9915 -0.7197 18.6132
     382     -35.2675 48.1733 -41.3558 21.9973 7.6707
     383     -32.6208 40.7293 -32.3300 15.9389 10.7398
     384     -33.6084 35.2684 -26.4315 8.5181 15.5382
     385     -27.7763 32.8231 -23.9957 9.8082 10.7844
     386      -8.8144 22.3876 -25.6159 20.7085 -8.2903
     387      -6.9745 18.8980 -21.5130 19.3745 -7.7006
     388     -24.9299 31.2586 -23.3780 8.8013 10.4119
     389     -25.4933 36.7362 -33.3382 19.3838 3.8695
     390     -14.4496 23.1638 -21.2806 15.1867 -1.2974
     391     -10.8572 26.4221 -29.3645 25.5549 -8.8565
     392     -16.6215 32.4355 -34.0576 26.3107 -5.8783
     393     -25.9842 43.0789 -41.6937 28.2096 -2.4783
     394     -30.3525 26.7442 -13.2289 -3.7834 21.6410
     395     -16.9042 26.3369 -22.5006 13.5028 2.0349
     396     -14.3905 36.7985 -43.8349 35.2299 -13.0639
     397     -13.3677 33.4728 -40.7167 34.8976 -13.2216
     398     -28.0743 39.6515 -32.5591 17.8938 6.0176
     399     -31.5734 33.2667 -21.0605 2.4915 17.8921
     400     -32.4522 34.8434 -25.4840 7.3770 16.1123
     401     -31.8470 42.3189 -35.3559 18.4740 7.7994
     402     -38.1381 45.0525 -37.6723 16.9761 13.0122
     403     -25.5262 38.6777 -36.7435 24.0313 0.6615
     404     -32.0111 28.5577 -11.5637 -7.7109 24.6441
     405     -25.9625 37.9700 -36.6864 21.4658 3.1284
     406      -2.0444 21.7338 -29.4457 29.2619 -18.1497
     407     -21.4306 34.9922 -35.3362 23.1374 -1.0057
     408     -26.7142 28.8407 -19.8095 5.4250 12.8783
     409     -32.6350 36.1906 -29.2972 10.7602 13.1363
     410     -14.4753 25.4099 -25.9025 17.3969 -2.0127
     411     -29.6479 36.7234 -29.0300 13.8786 10.5812
     412     -21.7317 35.3673 -33.6617 24.8999 -2.5935
     413      15.9832 6.9946 -24.1827 34.8711 -31.3771
     414     -20.9728 36.0530 -35.2983 25.3630 -3.0626
     415      -5.6458 27.4295 -37.3865 35.1803 -18.3490
     416     -27.7748 29.4611 -21.4833 6.0317 13.4538
     417     -13.6746 18.4768 -16.1493 8.2189 3.5567
     418     -31.2032 29.0616 -15.9171 -2.2396 21.8355
     419     -22.5112 25.9255 -20.6253 8.1071 9.2081
     420      -6.2720 26.5584 -33.6671 31.9444 -16.7246
     421     -29.8790 26.1730 -11.2277 -5.0506 20.3683
     422     -25.0408 35.1778 -33.4964 19.8326 2.2421
     423      -9.8681 20.5822 -22.3429 17.4016 -4.9925
     424      -9.0339 24.6951 -27.7663 25.4417 -10.9412
     425       3.8823 13.0183 -25.5595 28.1229 -19.3866
     426      19.8280 3.5465 -22.6335 34.6896 -33.8526
     427       7.2480 14.3637 -30.3529 33.1113 -26.3722
     428      -4.9536 26.8048 -34.8403 34.4156 -18.0056
     429      -4.9780 24.8836 -33.2072 30.3928 -16.8395
     430     -13.8257 29.4786 -33.9602 28.7370 -9.2844
     431      -1.5589 17.0450 -24.8788 24.9960 -14.2997
     432     -13.8865 24.7161 -26.0315 20.8121 -4.0648
     433      -2.7277 21.0363 -30.4848 30.7893 -17.8698
     434     -13.0703 30.1515 -33.1577 28.8148 -9.5563
     435      -9.6726 16.5394 -17.5639 11.8393 -1.6319
     436     -23.0672 35.9853 -35.2300 24.6832 -1.5090
     437     -21.9454 24.4672 -16.3241 4.1916 11.2652
     438     -18.2126 33.4449 -32.0675 20.9339 -1.6840
     439     -28.7417 40.1664 -36.4199 19.4612 5.8304
     440     -21.6713 29.9087 -22.9202 10.0306 7.0657
     441     -21.5945 32.4567 -29.6932 16.7736 2.8287
     442     -23.6626 35.5895 -30.4784 17.4153 4.8314
     443     -35.0416 39.0913 -26.8092 5.8826 19.0388
     444     -16.7350 23.7813 -21.5540 11.1502 3.7819
     445     -27.2835 41.6227 -34.4450 20.1559 4.0743
     446     -23.4506 38.2329 -37.1467 26.0284 -2.2477
     447     -15.5361 27.2729 -25.9364 19.6241 -2.7738
     448     -22.6593 36.8315 -41.1364 28.3400 -2.3656
     449     -35.1381 38.4947 -27.7117 6.5425 18.1960
     450     -15.8783 30.4401 -33.1403 26.2176 -6.3786
     451     -18.7898 31.9197 -33.6395 24.3965 -3.7488
     452     -27.5578 38.6289 -34.6093 19.9770 5.0406
