#Frame      Dih_00101 Dih_00102 Dih_00103 Dih_00104 Dih_00105
       1     -30.3307 41.6876 -35.2997 20.3719 7.3683
       2     -39.4115 44.8194 -36.2927 15.5966 14.9321
       3     -49.2148 53.5418 -37.7231 10.2158 24.8948
       4     -48.5215 53.9423 -34.7730 10.6674 23.1128
       5     -36.9351 47.9245 -41.3925 23.3814 9.1121
       6     -49.1631 49.1378 -34.3904 9.6072 22.1620
       7     -43.0130 46.7042 -37.6458 15.3005 17.3486
       8     -37.3644 43.2923 -31.9927 14.1695 14.4690
       9     -31.4034 44.3330 -43.1719 25.3264 4.8894
      10     -40.3076 46.2903 -36.0293 15.0124 14.8505
      11     -21.2829 38.5490 -40.9839 30.6935 -6.5457
      12     -34.5384 44.7349 -33.8932 15.2015 11.6445
      13     -40.6887 46.1252 -38.5986 15.3966 16.0673
      14     -42.1903 43.8487 -24.5803 2.2346 24.0110
      15     -32.6950 45.5748 -41.8486 22.7693 5.7534
      16     -33.4960 50.9578 -47.4044 28.9487 2.3719
      17     -42.0216 46.7630 -35.2353 14.1307 16.2717
      18     -44.3114 52.9906 -42.6217 17.4719 17.3675
      19     -31.6990 23.9896 -10.4772 -6.5588 24.9505
      20     -34.7772 36.0258 -21.5416 2.2446 19.5180
      21     -39.4956 39.5447 -21.0317 -1.7575 26.1227
      22     -42.3586 46.0778 -31.6085 4.2551 25.6305
      23     -38.3395 33.2958 -16.0990 -3.9091 26.8444
      24     -41.4500 42.6654 -24.9363 1.2975 25.0284
      25     -40.5047 29.3142 -9.5489 -12.6729 33.8975
      26     -37.5283 38.1102 -25.9046 3.7567 21.9850
      27     -36.0675 25.0953 -7.1421 -12.2590 31.6509
      28     -38.5265 37.5106 -20.0635 -1.5293 23.7079
      29     -46.3161 38.5868 -17.8445 -6.7297 33.0726
      30     -39.2841 46.5962 -31.2994 5.4083 22.8775
      31     -42.1142 42.8961 -26.8182 2.2505 25.6128
      32     -49.0687 43.6843 -23.2151 -4.2813 31.4123
      33     -44.3955 38.8137 -17.8139 -8.1962 34.4186
      34     -37.4812 40.4688 -27.6591 6.2078 19.2593
      35     -38.1532 37.3286 -18.1316 -6.0608 29.4857
      36     -33.6815 30.8376 -14.4253 -7.0198 27.0289
      37     -40.8709 30.2910 -10.2856 -14.0967 35.6000
      38     -34.9931 29.1192 -13.3800 -6.1590 25.3404
      39     -48.8514 43.6754 -21.7669 -6.5655 35.9499
      40     -41.5244 48.4574 -34.5657 11.0043 19.2029
      41     -44.1796 42.4500 -26.0386 2.0304 26.0407
      42     -21.9571 31.5873 -24.9122 13.5735 4.4410
      43     -48.6745 34.2515 -8.6364 -20.4796 45.9200
      44     -48.9225 39.4043 -18.8763 -7.5974 36.0327
      45     -38.6324 42.0535 -28.1426 5.6326 20.2986
      46     -38.8430 46.7060 -33.6014 12.6234 15.6302
      47     -47.7704 51.8934 -32.9577 4.3467 27.1851
      48     -42.7443 43.9897 -32.0802 9.4551 20.3969
      49     -39.6050 35.2897 -17.5992 -3.4695 25.5644
      50     -39.8970 41.0851 -27.8147 5.5065 21.8726
      51     -43.1532 49.3991 -33.5031 8.8929 21.8834
      52     -45.7357 50.8341 -36.0502 12.9202 19.4031
      53     -35.9418 51.8787 -45.8913 26.7538 4.9223
      54     -42.5801 43.3067 -29.2087 4.9512 23.2071
      55     -41.6665 45.8282 -36.1682 15.2805 15.6791
      56     -37.6455 44.0881 -32.5661 12.7316 16.0281
      57     -38.0355 47.4237 -36.5418 16.0218 13.3890
      58     -42.8326 48.3521 -35.5480 12.2415 19.4269
      59     -48.0025 48.7410 -36.8265 9.4504 25.5349
      60     -45.0922 39.1922 -24.3304 -1.2831 28.5637
      61     -46.8344 52.5005 -36.9091 9.8259 23.0887
      62     -50.4855 50.1570 -34.8469 7.9072 25.9597
      63     -42.5675 44.9602 -29.2891 4.7146 24.0607
      64     -51.1476 51.3854 -30.3843 -0.9261 33.4156
      65     -54.3046 53.2585 -30.3594 -0.7976 34.2807
      66     -49.1840 50.0076 -32.7721 7.0748 25.2663
      67     -47.6965 47.0802 -30.5630 6.0676 24.4377
      68     -42.5213 48.9075 -35.2484 11.9722 19.0095
      69     -32.9719 42.9619 -33.1532 15.4687 11.1851
      70     -34.0572 43.8110 -35.8279 17.1512 9.9924
      71     -43.6699 48.1381 -33.5608 9.0137 21.9073
      72     -35.9643 46.7767 -36.2703 14.4856 14.5767
      73     -38.3939 49.3368 -37.2449 16.3783 14.2793
      74     -40.4512 44.7510 -31.8287 9.7956 18.9179
      75     -37.7443 28.2181 -7.2196 -14.8326 32.9116
      76     -39.7577 41.5091 -28.3275 5.1666 21.8911
      77     -35.7090 34.8140 -20.5938 0.6058 21.5597
      78     -54.8967 31.8738 -1.9362 -26.4446 51.8505
      79     -44.1174 31.2543 -5.1465 -20.9371 40.3032
      80     -38.6713 39.8680 -29.0395 5.8382 21.5155
      81     -36.5118 39.9765 -28.1479 5.9367 18.8564
      82     -34.8930 43.5610 -32.3218 14.8800 11.4976
      83     -38.7247 44.2680 -31.8638 9.0251 19.2516
      84     -39.2059 42.3538 -26.7654 7.9061 17.8555
      85     -38.9095 50.9283 -42.2566 21.2437 9.6391
      86     -30.0236 45.5462 -38.7407 22.9938 4.4729
      87     -41.4880 47.6823 -34.7501 13.8830 17.3877
      88     -42.0031 50.4276 -35.8072 14.5925 16.9964
      89     -38.0399 43.7419 -29.2211 10.3482 15.2145
      90     -39.8797 47.4046 -37.4767 16.0687 15.4219
      91     -42.2097 50.6249 -41.3253 17.9290 15.0654
      92     -42.5383 43.0251 -27.6942 6.7276 20.7700
      93     -28.1775 38.7091 -36.0184 21.9742 3.4045
      94     -34.8189 46.3455 -35.5952 17.1606 10.2837
      95     -40.2024 47.2029 -36.1659 16.8285 13.9375
      96     -39.3956 49.8992 -37.6385 16.8364 14.2715
      97     -44.5473 49.9065 -34.4615 10.4110 21.1063
      98     -55.9460 53.4493 -31.9666 0.9122 34.9386
      99     -42.7126 51.5041 -36.8785 15.6204 16.8293
     100     -40.8475 44.9831 -30.1672 9.3900 19.3060
     101     -42.6972 45.8699 -31.5121 9.6437 18.3826
     102     -46.1990 48.5141 -32.9049 6.6417 24.7888
     103     -52.1972 52.1832 -30.6768 1.9534 28.4463
     104     -33.1799 46.3481 -42.7588 24.0344 5.5126
     105     -45.7918 53.3628 -39.6992 16.5693 18.0768
     106     -35.9003 46.3570 -33.6298 12.9196 15.3170
     107     -42.6999 46.6265 -30.6591 7.0383 23.0084
     108     -39.7600 47.0124 -34.2427 11.9266 17.0118
     109     -49.3896 51.2431 -33.9344 7.7397 23.2044
     110     -40.9787 47.0901 -32.0919 8.1949 21.4138
