#Frame      Dih_00116 Dih_00117 Dih_00118 Dih_00119 Dih_00120
       1     -36.7100 45.4387 -36.6415 18.3550 11.9242
       2     -31.9459 45.4335 -39.4438 24.4611 4.4532
       3     -37.3135 48.1025 -39.5642 21.1393 9.0871
       4     -36.5785 44.5601 -34.9168 14.5405 13.6852
       5     -39.4157 48.6672 -37.0816 13.8148 15.4862
       6     -25.7934 40.7386 -35.4917 25.4183 -0.3364
       7     -38.4621 48.4532 -38.5836 16.1860 13.7528
       8     -36.4327 49.5960 -41.9517 20.8260 8.8938
       9     -52.5684 54.7990 -36.8412 5.3175 30.7610
      10     -35.3408 46.7031 -41.4100 21.0850 8.9028
      11     -49.8263 56.7243 -40.9522 14.5730 22.1074
      12     -46.4656 51.9934 -38.0296 13.3808 20.9163
      13     -56.3127 59.1364 -37.0917 4.4362 32.0432
      14     -39.9174 50.2504 -39.3526 16.6026 13.4991
      15     -44.2400 47.4536 -31.7775 7.9898 22.3030
      16     -30.8623 40.8819 -36.8874 20.1029 6.7138
      17     -31.6986 41.0446 -35.4812 16.4107 9.2390
      18     -41.8480 50.1101 -37.6562 14.5624 16.2844
      19     -40.0238 49.1769 -38.3950 15.2312 16.3433
      20     -51.1735 57.1242 -37.3152 8.1849 26.9280
      21     -48.7105 48.6081 -29.8744 4.1879 25.6713
      22     -31.7103 45.9196 -42.0637 26.4764 3.5984
      23     -39.0679 46.9191 -36.5061 16.2910 13.2427
      24     -43.1813 46.4706 -29.8288 4.6833 26.7808
      25     -43.3497 54.7654 -40.9571 19.4817 13.9311
      26     -46.5243 55.4994 -44.0274 18.0080 19.6887
      27     -33.8193 43.2269 -32.4767 13.2344 12.7153
      28     -33.2941 46.3177 -39.8414 20.9155 6.7453
      29     -37.6879 53.6849 -39.0451 18.8513 12.5865
      30     -36.0696 47.1340 -37.4397 14.9233 15.0835
      31     -34.9438 43.1371 -36.4610 17.3617 10.9367
      32     -38.0535 50.3536 -42.8350 20.9191 9.7287
      33     -46.0167 50.6203 -35.6016 12.1013 19.1786
      34     -37.6422 42.1800 -28.0610 6.1205 20.1321
      35     -32.7110 37.8986 -28.5209 9.9576 14.8890
      36     -40.1465 41.1684 -27.4249 6.3394 21.2917
      37     -31.9611 45.6739 -37.0226 20.8720 6.0951
      38     -44.1079 52.1487 -43.9611 20.7498 15.3287
      39     -40.0439 48.4437 -36.6993 13.5434 16.3962
