#Frame      Dih_00021 Dih_00022 Dih_00023 Dih_00024 Dih_00025
       1     -21.2864 35.3483 -35.6090 23.4862 -2.2099
       2     -34.7849 39.9822 -28.5350 9.6279 16.4070
       3     -39.3827 38.3719 -24.0674 1.4977 23.8634
       4     -36.0246 37.3306 -24.4638 5.7917 17.4246
       5     -26.2956 37.7848 -33.5743 19.1689 4.9431
       6     -46.5431 46.7902 -30.2913 4.1809 26.5825
       7     -38.4092 44.9682 -34.4248 13.5088 14.2878
       8     -37.5832 37.3754 -26.5122 5.9061 19.1112
       9     -18.6690 34.0982 -36.4690 25.4881 -4.2627
      10     -33.1130 32.6053 -17.7716 -0.3458 20.8177
      11     -27.6431 41.0954 -39.7588 24.5296 1.9553
      12     -31.4424 37.2455 -28.5408 10.7774 11.7189
      13     -46.4561 55.8306 -43.5245 14.6141 19.6849
      14     -49.1605 40.6244 -23.4434 -2.4142 31.4859
      15     -42.6753 38.8264 -21.4451 -1.9515 26.9731
      16     -38.8179 36.9972 -20.6117 -1.6803 25.6064
      17     -12.1867 30.5664 -34.1511 29.4638 -10.0654
      18     -20.1076 35.3850 -37.6487 26.9304 -4.2788
      19     -35.7745 44.2924 -32.2487 12.8688 13.9303
      20     -17.3087 32.4234 -33.3290 25.3383 -5.7115
      21     -26.0758 35.8606 -35.6457 20.0918 3.8095
      22     -31.8039 36.9026 -27.5848 11.5202 11.7638
      23     -17.2449 33.6956 -32.9864 23.4905 -4.9669
      24     -27.2704 29.7649 -23.5817 8.7105 11.0092
      25     -28.5253 43.0140 -39.9274 22.9167 3.8012
      26     -32.6798 43.9247 -38.4037 21.1853 5.8589
      27     -28.2866 34.7516 -28.7741 11.0131 11.7066
      28      -6.6754 25.2046 -33.8163 29.9555 -14.8434
      29     -14.9845 29.3261 -32.5341 25.1038 -7.6801
      30     -18.8636 26.2740 -22.3096 11.7376 4.1975
      31     -33.3678 46.2244 -36.8016 18.0453 9.4632
      32     -20.5425 31.6397 -27.9310 16.9332 2.1883
      33     -25.5771 36.1082 -30.2179 18.3613 4.4104
      34     -24.8959 34.7279 -27.8933 14.9440 5.9945
      35      -5.7718 21.8100 -28.0458 24.9900 -12.4663
      36     -29.4206 25.7675 -13.3752 -3.5744 22.1379
      37     -23.4751 32.5543 -29.6745 17.1168 3.9171
      38     -11.0386 24.5256 -28.8321 22.5515 -7.1301
      39     -20.5406 36.1507 -34.0411 23.6718 -3.1811
      40     -14.8086 29.9066 -33.1782 26.1986 -7.6221
      41     -23.0974 31.1880 -25.4452 14.5791 4.3764
      42     -32.6478 43.6691 -34.2170 16.1027 8.9018
      43     -36.4835 48.8082 -38.8910 16.5733 12.6780
      44     -44.9229 26.7767 -0.0382 -24.2181 44.0794
      45     -37.6635 29.6299 -10.6790 -11.1692 32.7297
      46     -45.3355 32.8352 -8.4634 -18.1238 40.1097
      47     -37.7758 35.4216 -16.2341 -6.1240 28.3563
      48     -43.6622 48.3142 -30.6048 7.2655 22.6795
      49     -41.7618 41.8989 -27.2231 3.4242 24.7482
      50     -39.4579 31.8668 -15.2841 -6.2553 29.4117
      51     -42.3030 44.9128 -29.5602 5.0300 25.3346
      52     -42.6070 39.5412 -23.8538 1.5504 25.4774
      53     -38.0784 45.8812 -34.0578 12.3474 14.8333
      54     -44.1347 39.0887 -17.4465 -7.9975 32.5506
      55     -36.2771 39.0138 -27.8465 7.7109 18.9542
      56     -26.1175 32.4512 -26.5162 12.3940 7.6321
      57     -20.6112 30.6693 -28.5501 15.9250 2.5536
      58     -33.1831 40.2754 -30.1190 12.8581 12.2344
      59     -43.8343 33.1650 -10.5313 -13.6827 35.4298
      60     -34.3784 42.7148 -33.2679 13.9207 12.5996
      61     -35.9800 37.8360 -25.9034 6.2441 18.0226
      62     -25.6800 31.8206 -26.8091 12.0563 8.8744
      63     -35.7826 36.6877 -25.5457 4.6147 19.6810
      64     -20.0982 35.2861 -34.7458 25.5025 -4.4915
      65      -9.1688 24.0063 -26.7117 21.9171 -9.4299
      66     -11.2787 24.0440 -26.8577 21.2817 -5.6619
      67     -11.8689 30.1624 -32.6044 27.5201 -9.8498
      68     -17.5009 34.8709 -36.6222 27.7077 -5.8310
      69     -20.2507 31.4791 -29.9513 19.2643 1.1280
      70     -44.1279 49.5023 -37.0071 11.7605 20.9196
      71     -25.6157 33.6663 -28.7999 15.0019 6.1212
      72     -28.5267 32.0570 -25.5814 10.0282 11.1143
      73     -23.0563 27.2192 -19.7918 6.7064 10.1502
      74     -22.5835 33.0664 -31.6862 18.5849 2.8871
      75     -14.5211 27.6986 -27.1206 19.7848 -3.7450
      76     -14.7231 33.9188 -38.0523 31.3454 -10.2825
      77     -21.6344 36.9487 -36.4405 27.5549 -3.8113
      78     -27.0132 41.5419 -38.3999 26.7110 -1.8120
      79      -7.8199 24.7010 -30.5347 28.2570 -11.9061
      80     -30.2470 38.3208 -30.3347 12.9091 10.9418
      81     -42.7129 49.0538 -35.3344 13.0099 18.0904
      82     -43.4530 49.9608 -40.9173 19.2665 15.0447
      83     -43.1166 48.5106 -35.0142 11.4083 20.9349
      84     -38.5553 45.1201 -36.2779 14.4730 14.7713
      85     -28.3241 41.0519 -37.5665 22.5557 2.8795
      86     -40.5921 45.6238 -34.3211 9.8224 19.7020
      87     -45.5637 42.1687 -21.8999 -3.2565 31.1236
      88     -52.4043 50.5814 -29.1787 0.3062 32.6430
      89     -42.4163 41.3272 -22.2428 -1.1508 26.7427
      90     -49.1081 52.2604 -36.6035 9.6840 24.4139
      91     -34.0229 49.9208 -42.2024 22.8370 6.5021
      92     -45.2532 58.8507 -47.9960 20.5545 14.0239
      93     -39.9632 40.6185 -29.4075 6.7490 21.2347
      94      -6.2826 23.9415 -31.2240 29.3504 -14.3292
      95      -2.2356 19.2230 -25.6903 26.9253 -15.8527
      96      -9.3240 20.2619 -22.8114 18.3131 -5.9332
      97     -21.4898 31.8060 -28.1531 16.3193 3.9259
      98     -33.3645 30.2010 -16.6362 -3.3018 24.5929
      99     -19.5198 34.4930 -36.2452 29.0075 -6.1475
     100     -21.8527 39.4990 -42.0380 31.0016 -6.1716
     101     -18.2793 29.8586 -28.6279 18.9597 -1.0495
     102      -7.2952 19.1810 -20.9908 18.9816 -7.8755
     103     -32.3646 13.2298 8.8203 -28.2535 36.4570
     104     -28.0019 36.8026 -29.3920 14.3439 8.1113
     105     -32.8574 4.6301 22.5354 -41.1871 47.1380
     106     -29.3849 25.7305 -11.4819 -5.6309 21.3166
     107     -30.2251 25.0497 -11.1039 -5.5715 21.7297
     108     -25.0711 34.1004 -31.1036 18.3416 4.4938
     109     -17.3796 27.7535 -28.6422 19.4024 -1.1816
     110     -39.1463 37.1337 -21.9803 0.1075 24.2328
     111     -15.3453 21.9497 -19.5897 12.0804 1.4018
     112     -19.1331 35.0301 -34.6317 25.3873 -3.3072
     113     -36.2772 25.5017 -5.6000 -16.2221 32.5992
     114     -26.6264 19.4414 -7.6085 -6.7818 20.6451
     115     -37.7641 22.1863 0.9591 -22.5836 38.3030
     116     -40.1132 24.4259 -0.3044 -23.5108 38.8504
     117     -45.0983 37.5240 -17.8961 -8.3782 32.1930
     118     -45.3834 37.6841 -17.6610 -7.4286 33.7078
     119     -48.7401 35.7851 -11.7744 -15.7327 39.8528
     120     -33.8443 30.0877 -16.1475 -3.4131 23.6001
     121     -41.4577 33.1629 -12.3922 -10.8189 31.7001
     122     -36.4737 38.7352 -24.9834 5.7305 19.1598
     123     -36.8559 32.5821 -16.4632 -4.3574 25.5389
     124     -37.2111 39.7736 -24.7493 4.8635 19.2294
     125     -42.1762 39.8155 -23.7455 0.2491 26.4097
     126     -43.5238 39.3765 -18.3537 -6.5067 31.2132
     127     -33.5518 22.2787 -1.0212 -20.9044 35.8990
     128     -33.4668 36.5477 -25.2068 5.4492 18.1994
     129     -36.4718 35.5339 -18.3351 -3.8610 27.1653
     130     -48.1070 45.9224 -22.2281 -5.4416 34.6245
     131     -41.3967 41.6858 -24.8348 0.5897 26.4956
     132     -40.9667 38.3097 -25.3662 2.3693 24.3557
     133     -30.6811 29.1253 -17.6695 -0.5131 19.6834
     134     -39.0461 45.6959 -37.0721 14.9123 15.5220
     135     -36.8999 43.0140 -31.7398 11.0105 16.1684
     136     -32.8510 37.6264 -26.8270 11.1726 13.5935
     137     -46.8010 34.0442 -9.7997 -16.8845 40.2207
     138     -44.5572 34.1576 -11.7691 -13.0729 37.3953
     139     -37.4697 37.8814 -25.6949 4.8592 21.4683
     140     -28.7602 40.3077 -32.2495 18.0286 7.0021
     141     -30.4908 28.0897 -16.9250 -0.2589 20.5201
     142     -27.3877 23.7467 -11.8535 -3.3638 18.4301
     143     -41.6425 42.8841 -30.8724 8.3284 20.9358
     144     -32.1099 34.7166 -21.4256 5.2505 16.5369
     145     -31.6353 35.3390 -24.6891 5.1992 17.0385
     146     -52.2256 47.3995 -24.7152 -1.9116 32.8994
     147     -45.0962 38.2539 -19.7117 -7.0358 32.7692
     148     -39.4429 23.6759 -1.9319 -20.3294 40.0886
     149     -36.5769 10.1508 17.8211 -41.8773 53.2407
     150     -34.1048 18.3965 0.6129 -19.2896 34.7690
     151     -27.0545 10.5338 9.9246 -29.3490 35.5727
     152     -29.1518 17.3652 0.7920 -17.6067 28.2032
     153     -46.6160 34.2843 -7.9164 -19.7894 42.2731
     154     -32.5650 21.8427 -2.1047 -17.8290 31.8368
     155     -43.8071 45.0309 -26.1969 0.4350 28.8587
     156     -40.4553 34.8817 -17.7704 -4.2522 27.0474
     157     -34.4474 12.8819 9.6424 -28.4847 41.6902
     158     -40.7649 44.6949 -30.4858 9.1407 20.0377
     159     -36.4902 37.7432 -24.3368 2.7874 21.8284
     160     -20.6320 36.6756 -35.6732 26.1399 -3.0801
     161     -37.1903 39.9965 -27.7019 6.5251 19.2255
     162     -28.9031 39.1432 -32.4977 19.2038 5.2474
     163     -28.7947 38.8840 -33.6285 18.3650 7.5108
     164     -22.4554 24.2967 -17.1555 4.4342 11.0340
     165       2.9080 19.0781 -30.4258 33.1481 -22.1631
     166     -11.8866 33.0038 -40.8842 32.2298 -12.6918
     167     -19.7066 35.5647 -35.4622 23.2132 -1.5576
     168     -15.8815 32.3882 -33.2861 25.9517 -6.0871
     169     -15.5238 30.8938 -32.2213 25.6425 -7.1212
     170     -12.1942 29.6379 -33.4307 25.2771 -8.7221
     171     -18.9446 24.5162 -19.6232 7.9312 6.8122
     172     -26.3173 28.1463 -18.9717 4.2247 13.5241
     173     -11.7495 23.5862 -24.4430 19.3776 -5.1734
     174      -7.3365 22.6350 -27.5505 26.7513 -12.2469
     175      -7.6590 18.1465 -20.3431 17.0093 -6.0757
     176     -21.7513 34.9121 -35.1334 21.1557 0.5007
     177     -14.1679 24.6838 -25.5677 17.4471 -2.3965
     178     -10.3686 29.0295 -36.0494 31.3888 -13.3806
     179      -4.9262 21.5582 -29.2831 27.4769 -14.7047
     180     -20.2593 37.7019 -38.0052 29.1272 -6.0781
     181     -40.1370 37.9345 -20.9061 -1.5532 25.6571
     182     -28.4899 39.2627 -31.6666 14.9380 7.4897
     183     -30.1393 35.2678 -26.3355 11.9635 11.1345
     184     -25.3772 34.5510 -28.7948 14.9188 6.3862
     185     -21.9643 36.9354 -39.6234 29.0921 -3.9280
     186     -32.7192 36.9524 -26.3110 7.5183 16.0382
     187     -24.0332 32.2930 -24.6159 11.7218 7.8122
     188     -11.5591 20.5266 -20.8484 13.5038 -1.2922
     189     -20.1996 36.7898 -38.4239 27.6381 -5.3588
     190     -18.7646 33.6837 -36.4883 25.5493 -3.9139
     191     -31.8062 40.4269 -32.2606 16.7132 9.0091
     192     -31.6419 41.9248 -32.6829 14.6172 10.8838
     193     -35.6422 35.8200 -20.4606 -0.4580 22.9258
     194     -33.5900 43.3264 -35.6707 17.5021 10.3587
     195     -39.7254 44.1245 -28.0909 5.3572 20.6132
     196     -46.1965 49.2725 -32.5486 7.8466 23.7712
     197     -37.1263 24.8093 -5.1436 -16.9519 34.0791
     198     -48.8694 57.3719 -40.3212 15.4512 19.3720
     199     -44.1003 46.6745 -30.2116 6.4111 22.6016
     200     -31.6268 40.9108 -36.0159 18.7573 8.3455
     201     -39.1405 43.2065 -28.5905 8.1192 19.2046
     202     -40.4380 45.6338 -34.3651 12.7429 17.5090
     203     -37.5766 45.6273 -35.3436 16.3698 11.3879
     204     -31.8752 43.2412 -35.9631 17.1425 10.0129
     205     -29.5178 38.4040 -31.6234 16.5641 8.5572
     206     -34.5674 46.7357 -39.6776 20.4462 8.4482
     207     -35.5477 51.6365 -43.2550 23.8394 7.8140
     208     -29.5767 40.2338 -35.5644 19.8217 6.3982
     209     -15.1489 29.8007 -33.4725 23.8581 -5.2949
     210     -22.9591 39.2914 -36.4937 26.5169 -3.3560
     211      -3.6857 20.6666 -28.9518 28.3643 -15.7991
     212     -20.0630 27.9497 -24.3067 12.4496 5.2392
     213     -21.6521 34.5951 -33.3811 20.7978 1.3377
     214     -25.0889 34.5747 -28.7022 15.5247 5.6789
     215     -21.4658 30.5839 -28.1952 17.1526 2.2501
     216     -17.7392 28.7146 -27.1823 17.5153 -0.4168
     217     -10.6866 20.8391 -21.7717 17.6229 -4.4584
     218     -12.2450 25.5237 -25.2714 19.7045 -5.6959
     219     -30.1225 35.4911 -27.2476 9.6746 13.5936
     220     -25.1479 35.0682 -28.5754 17.6136 4.7399
     221     -14.3067 32.0010 -35.7710 28.2604 -9.5571
     222     -29.2707 35.7339 -29.1682 11.9598 11.6381
     223     -10.3079 22.1648 -25.2851 19.5848 -6.2634
     224     -28.4970 36.1608 -32.0841 15.0632 8.0893
     225     -32.5554 37.6658 -30.4386 13.8112 10.1397
     226     -26.4957 34.5596 -30.1719 16.1954 6.0759
     227     -30.7460 31.4773 -21.6938 5.7150 15.4942
     228     -22.9056 37.2698 -37.6797 25.3690 -1.0814
     229     -25.9167 32.5922 -25.0260 11.0049 8.4793
     230      -6.3929 21.5138 -26.0765 21.9628 -10.0802
     231      -6.3803 22.7100 -29.7827 28.6313 -13.8073
     232     -24.4495 31.1295 -25.1828 12.0772 7.6251
     233     -39.9382 43.9782 -30.0191 7.5140 21.0451
     234     -34.0719 38.1059 -27.6165 8.9394 15.1246
     235     -40.6073 37.5064 -21.2732 -0.8072 24.7519
     236     -27.3241 35.6829 -28.7385 14.2882 8.2946
     237     -43.6075 47.4184 -31.1056 5.4181 25.5361
     238     -38.4841 42.3221 -28.7344 7.7094 19.1318
     239     -51.8144 38.5316 -15.9621 -12.5666 42.3263
     240     -38.8345 36.4679 -23.9193 3.3429 21.9113
     241     -40.5634 52.1440 -42.4879 19.1132 12.8901
     242     -30.0383 31.5621 -20.8513 4.6898 15.4442
     243     -29.4325 41.7029 -36.9133 21.9190 4.8653
     244     -35.9607 43.8834 -34.1867 15.8937 11.7117
     245     -27.9228 36.5640 -30.6283 15.5617 7.8440
     246     -32.7504 47.5084 -43.2156 24.2942 5.1519
     247     -34.8712 43.5180 -35.0934 15.8290 12.3626
     248     -24.3595 32.1151 -26.0088 14.3866 5.0960
     249     -39.7156 47.7671 -34.6668 13.0418 16.8725
     250     -21.3198 33.5609 -32.7851 23.2397 -1.8739
     251     -41.7374 42.9057 -28.5514 5.5194 22.0467
     252     -24.3049 35.5247 -29.8227 16.0492 5.3910
     253     -17.5973 27.8531 -25.9430 16.4635 0.9386
     254     -15.9742 29.8433 -32.3240 25.0997 -5.2056
     255     -22.4497 26.1608 -18.6390 5.4852 10.6622
     256     -40.1701 35.3677 -19.6380 -1.2512 24.5298
     257     -27.7843 38.7687 -35.4306 21.3893 3.6663
     258     -13.4270 29.1714 -32.3220 23.6341 -7.1663
     259     -30.3690 44.2515 -41.6640 26.2549 2.2525
     260     -26.8849 36.3130 -29.2492 17.4646 5.7497
     261     -21.5927 36.4163 -35.9945 25.8546 -2.7714
     262      -5.6804 28.4821 -36.2696 36.2739 -19.5422
     263     -27.8219 45.2698 -43.0701 30.0579 -1.7553
     264     -34.3549 41.1395 -32.5808 12.8327 13.3690
     265     -23.2557 36.6560 -33.7137 23.9162 -1.9505
     266     -19.2596 35.8973 -34.0764 23.4199 -3.3438
     267     -26.0658 36.5629 -33.1167 18.7904 4.6710
     268     -27.4652 40.5236 -35.1508 19.9105 4.2173
     269     -40.7742 38.5752 -22.6507 -0.0404 25.6714
     270     -37.8203 42.0149 -30.1285 7.6594 20.2074
     271     -22.0411 39.6264 -36.9388 29.0493 -5.4953
     272     -12.7991 34.5221 -40.6728 34.2179 -13.2220
     273     -28.2986 31.8440 -23.2892 8.5842 12.7590
     274     -16.9675 29.5321 -31.5473 20.6644 -2.5848
     275     -14.1111 27.1669 -27.7741 20.5545 -4.2291
     276     -26.0575 33.5263 -27.6869 15.1006 5.8776
     277     -14.8858 28.7184 -29.3651 20.7782 -3.0223
     278     -22.3466 24.8111 -14.2465 0.6468 13.9207
     279     -12.5897 29.0116 -31.2515 25.8546 -9.6419
     280     -36.4746 44.8584 -31.9563 12.8822 13.7511
     281     -42.9459 40.7459 -21.8906 -0.1398 24.7992
     282     -40.9015 42.3196 -29.0849 6.7372 20.8786
     283     -35.3656 42.4157 -34.0128 15.6975 11.9109
     284     -22.1572 29.9224 -24.7027 13.4157 5.4182
     285     -29.9215 37.4090 -30.4644 12.6719 11.0913
     286     -32.6975 31.3777 -18.3867 -2.4310 22.9074
     287     -45.2145 32.5436 -9.2938 -16.4188 36.8660
     288     -52.9459 42.3013 -15.0769 -14.3097 41.8602
     289     -32.2050 43.2735 -35.0767 17.8542 8.9978
     290      -9.1681 25.4126 -30.7621 25.9015 -10.4589
     291     -35.5524 37.1903 -27.1333 8.4741 17.3142
     292     -23.8667 38.3711 -37.1609 25.4499 -0.7278
     293     -34.0901 36.4869 -24.2006 4.9010 18.1704
     294     -23.6556 25.1054 -16.4707 3.3498 12.5793
     295     -45.1531 45.8701 -32.0455 6.8777 23.7955
     296     -29.9736 33.6083 -24.8295 7.8485 14.6148
     297     -38.4769 42.7344 -33.4252 12.0913 16.2997
     298     -31.3190 37.7348 -30.5784 13.9735 10.5394
     299     -36.2414 38.6080 -24.1774 4.8342 19.1032
     300     -32.6479 35.6500 -26.2558 8.3302 14.9496
     301     -49.8984 37.0416 -17.0734 -7.9715 35.6251
     302     -40.3791 38.7854 -22.0110 -3.2478 28.4053
     303     -37.2188 41.2411 -28.8754 8.6078 18.1269
     304     -36.6208 44.5504 -35.4447 15.3820 13.8422
     305     -44.7878 43.6550 -23.9237 -1.1732 29.7154
     306     -35.7155 39.6328 -25.1314 5.3007 20.0065
     307     -31.4037 36.9324 -29.1631 12.7378 11.3881
     308     -38.2347 47.7480 -36.7210 16.0734 12.8911
     309     -29.1620 43.5184 -39.2366 20.6315 4.6020
