#Frame      Dih_00071 Dih_00072 Dih_00073 Dih_00074 Dih_00075
       1     -41.0932 46.2647 -35.8035 11.7487 18.4355
       2     -48.2362 47.9304 -27.8578 0.8739 29.9828
       3     -45.3901 43.1400 -25.2049 1.3761 25.6513
       4     -41.3886 46.3807 -34.4288 12.4869 16.9045
       5     -37.0086 46.0587 -33.5998 14.9342 13.5938
       6     -42.6851 48.8398 -35.7088 11.6634 18.9826
       7     -32.7988 40.2929 -34.6422 16.8681 10.6913
       8     -36.1435 43.0755 -34.3704 12.6227 15.0128
       9     -36.0952 46.2923 -38.2679 18.1952 9.9326
      10     -35.7244 41.1447 -34.3379 14.7355 13.4262
      11     -38.3389 45.3654 -34.6004 16.1079 13.4556
      12     -30.6842 41.9793 -38.5992 18.8631 7.2698
      13     -33.0259 46.5715 -39.3765 22.7787 5.7415
      14     -33.1689 41.4989 -35.4872 16.1300 11.3163
      15     -40.2230 45.2064 -37.2959 16.4501 15.4775
      16     -38.0913 40.3106 -26.5376 5.0698 20.4042
      17     -33.4133 49.0435 -41.2009 24.7675 4.8166
      18     -37.3617 39.4315 -27.4522 7.6002 18.5267
      19     -50.1820 55.4371 -38.8127 14.4498 20.6024
      20     -43.6622 47.6987 -32.8500 10.1700 20.0234
      21     -32.5208 41.8695 -35.0678 19.4273 8.2581
      22     -40.9457 50.6379 -43.2629 20.5737 12.0060
      23     -50.8123 50.4702 -37.6075 9.6075 24.4135
      24     -33.0842 46.5955 -44.6461 26.5206 4.3690
      25     -44.7957 47.9292 -31.3281 5.6822 24.2208
      26     -39.1734 36.0658 -23.8543 3.2204 21.2433
      27     -38.4339 46.1838 -35.2090 13.4887 15.1723
      28     -38.7609 42.7289 -31.1415 9.9771 18.2204
      29     -45.0259 57.1897 -45.7943 19.0483 17.3309
      30     -45.4539 52.7407 -39.6903 15.0734 18.2480
      31     -46.3611 49.6065 -33.3723 8.1969 25.0526
      32     -49.0742 48.7656 -29.5990 2.3446 29.7103
      33     -43.9734 47.6746 -33.3123 10.1340 20.5361
      34     -47.2820 46.7679 -28.0762 2.7623 26.9268
      35     -42.5595 48.4250 -36.9836 15.7843 15.6118
      36     -45.2552 46.4860 -32.6620 7.1741 24.0323
      37     -36.1846 43.0480 -32.1263 10.5626 15.1809
