#Frame      Dih_00041 Dih_00042 Dih_00043 Dih_00044 Dih_00045
       1     -24.5893 28.8344 -24.2842 10.2580 9.0794
       2      -8.1674 23.2860 -28.9830 24.0354 -10.8239
       3     -14.9034 31.1288 -33.5908 28.2563 -8.4970
       4     -17.9789 35.3762 -36.2951 29.5027 -7.2536
       5     -17.2708 29.6526 -30.5526 23.5455 -3.5033
       6     -32.2344 38.7515 -29.0548 12.0477 12.7271
       7      -3.0795 25.0813 -33.7395 32.7733 -18.5358
       8      -5.0762 16.5667 -21.3256 19.5410 -8.5932
       9     -11.4853 15.8973 -14.3682 8.5933 1.8440
      10     -14.2089 17.3977 -12.7561 5.2414 5.7163
      11     -20.1561 20.4249 -13.9736 3.0605 10.7171
      12     -20.8150 38.8473 -40.3182 31.4149 -6.3360
      13     -17.1063 34.0128 -33.9818 26.9131 -5.5106
      14     -17.7031 33.5552 -36.5553 27.6747 -6.2063
      15     -24.1182 32.6549 -26.3754 13.3971 6.0043
      16     -17.0598 32.6752 -32.0055 25.3355 -5.2333
      17     -30.7763 41.6592 -37.3188 19.9602 7.2084
      18     -25.5786 36.4871 -35.2374 19.8924 3.9456
      19     -28.7598 40.7156 -34.4240 20.4636 4.3416
      20     -39.7312 43.6840 -26.5615 4.9147 20.5750
      21     -29.6802 35.5703 -26.3101 9.9343 12.5902
      22     -27.6525 34.3477 -27.4998 12.1535 9.1252
      23     -29.0599 29.6568 -18.8360 3.6252 15.5388
      24     -47.8011 46.6844 -29.8678 2.9913 28.4800
      25     -25.0260 32.8742 -26.3769 14.0828 6.8757
      26     -39.8596 39.6372 -24.0991 3.1737 23.2551
      27     -20.5635 33.0605 -31.5211 19.6100 0.4963
      28     -18.4436 29.4404 -26.9319 17.0185 0.4054
      29     -25.0712 39.2156 -36.3921 23.5265 0.1612
      30     -32.1939 41.0741 -36.5181 19.8197 6.9815
      31       0.6064 19.7579 -31.1041 31.4129 -20.5155
      32     -16.4537 32.3742 -35.5778 26.4317 -6.8061
      33     -19.9948 29.5921 -28.8208 19.8692 0.2382
      34     -28.4314 34.1181 -26.3532 10.0700 12.0899
      35     -12.9539 26.8755 -28.7897 24.7115 -6.8130
      36     -13.0844 22.3956 -23.7035 17.7040 -3.3923
      37     -28.1286 31.1896 -20.9554 5.3336 14.7356
      38     -19.3122 30.1017 -28.6605 16.8097 2.1314
      39     -35.4639 40.0491 -30.8288 11.2032 15.0048
      40     -18.2634 33.7791 -33.0674 23.0804 -2.7113
      41      -0.7084 19.9738 -28.0709 29.8886 -19.5484
      42      -2.9128 17.2672 -23.4587 22.2800 -12.0326
      43     -28.8764 31.6151 -20.2505 4.9003 15.0729
      44      -7.0179 20.1371 -25.5061 21.7094 -9.5812
      45     -23.4075 34.7024 -30.9446 18.5452 2.3737
      46     -30.0833 34.8378 -22.2138 3.9131 16.9202
      47     -18.1250 25.6891 -22.9419 13.0377 2.8991
      48      -8.3621 25.2980 -29.3940 26.7567 -11.8252
      49     -28.1945 30.5907 -23.1087 7.0985 13.0585
      50     -36.1547 25.1451 -6.7628 -12.9027 30.4864
      51     -46.6063 46.3253 -26.2607 1.0703 27.3241
      52     -34.3351 20.7717 -1.1920 -18.5363 32.1768
      53     -45.4506 44.6163 -27.0330 -0.0077 30.5072
      54     -25.3839 39.6570 -34.6322 23.4559 0.4038
      55     -23.0432 36.6081 -33.6138 20.9205 0.8469
      56     -30.6895 37.5147 -27.5410 8.4517 15.0005
      57     -21.2134 31.7986 -31.4228 19.5776 1.1441
      58     -18.8313 31.0962 -33.5685 24.5225 -3.5188
      59     -17.9150 36.3272 -36.1300 28.1863 -5.8681
      60     -17.4566 31.5262 -31.3992 22.2646 -3.3813
      61     -23.8389 31.5773 -26.1080 13.9361 5.9913
      62     -15.7388 26.0140 -24.9641 15.4482 -0.0471
      63      -5.1445 22.2774 -28.1778 25.7898 -13.9606
      64     -20.4656 26.2406 -23.5285 12.4363 4.7206
      65     -25.1811 38.4914 -34.1977 20.1395 3.0992
      66     -20.8477 32.9166 -31.7529 21.2256 -0.6462
      67     -36.1936 41.3063 -30.0306 8.7484 18.6737
      68     -33.5714 40.9489 -33.5570 17.3431 9.9772
      69     -15.3362 23.8466 -22.1998 12.6389 1.8959
